Name,Team,PA,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Jose Ramirez,CLE,354,0.3,14,39,0.362,0.489,22,0.361,135,0.303,0.189,0.11299435028248588,0.08192090395480225
Andy Pages,LAD,349,0.293,17,58,0.332,0.503,7,0.359,131,0.322,0.21000000000000002,0.1977077363896848,0.045845272206303724
Pete Alonso,NYM,393,0.29,20,73,0.382,0.547,1,0.398,161,0.336,0.25700000000000006,0.22646310432569974,0.10178117048346055
Elly De La Cruz,CIN,384,0.279,18,60,0.352,0.491,22,0.361,127,0.339,0.21199999999999997,0.2526041666666667,0.09635416666666667
Geraldo Perdomo,ARI,390,0.27,9,59,0.371,0.416,13,0.347,121,0.283,0.14599999999999996,0.11794871794871795,0.1358974358974359
Riley Greene,DET,368,0.287,21,69,0.342,0.536,1,0.376,145,0.373,0.24900000000000005,0.30978260869565216,0.07336956521739131
CJ Abrams,WSN,340,0.286,12,31,0.357,0.484,19,0.365,134,0.319,0.198,0.17058823529411765,0.07058823529411765
Alejandro Kirk,TOR,294,0.301,7,41,0.357,0.414,0,0.337,117,0.313,0.11299999999999999,0.09863945578231292,0.08163265306122448
Juan Soto,NYM,393,0.267,21,51,0.401,0.514,10,0.392,157,0.272,0.247,0.16793893129770993,0.183206106870229
Jacob Wilson,ATH,351,0.333,9,42,0.374,0.468,5,0.367,134,0.341,0.135,0.07407407407407407,0.05413105413105413
Manny Machado,SDP,375,0.292,14,52,0.355,0.479,8,0.359,134,0.317,0.187,0.16266666666666665,0.09333333333333334
Ceddanne Rafaela,BOS,315,0.257,10,37,0.301,0.438,11,0.321,101,0.294,0.181,0.19682539682539682,0.047619047619047616
Isaac Paredes,HOU,371,0.258,18,48,0.358,0.469,0,0.362,135,0.267,0.21099999999999997,0.16711590296495957,0.11859838274932614
Zach McKinstry,DET,306,0.286,6,26,0.357,0.457,10,0.352,129,0.357,0.17100000000000004,0.2222222222222222,0.09477124183006536
Michael Busch,CHC,313,0.293,18,56,0.377,0.562,4,0.402,162,0.337,0.2690000000000001,0.2268370607028754,0.10223642172523961
Kyle Schwarber,PHI,393,0.25,27,62,0.382,0.54,8,0.394,153,0.274,0.29000000000000004,0.2544529262086514,0.16030534351145037
Eugenio Suarez,ARI,357,0.255,28,73,0.322,0.569,1,0.376,141,0.268,0.31399999999999995,0.27170868347338933,0.06162464985994398
Jake Meyers,HOU,319,0.307,3,21,0.366,0.404,14,0.341,120,0.371,0.09700000000000003,0.1786833855799373,0.08150470219435736
Maikel Garcia,KCR,362,0.303,8,39,0.361,0.465,18,0.36,129,0.336,0.16200000000000003,0.13812154696132597,0.08287292817679558
Brendan Donovan,STL,358,0.296,7,32,0.367,0.431,3,0.349,125,0.331,0.135,0.13966480446927373,0.08659217877094973
Ernie Clement,TOR,316,0.298,4,24,0.34,0.398,3,0.323,107,0.32,0.10000000000000003,0.10126582278481013,0.060126582278481014
Gleyber Torres,DET,331,0.279,9,44,0.387,0.424,4,0.36,134,0.297,0.14499999999999996,0.1268882175226586,0.1419939577039275
Randy Arozarena,SEA,380,0.248,13,41,0.355,0.438,15,0.349,132,0.319,0.19,0.26842105263157895,0.10789473684210527
Gunnar Henderson,BAL,346,0.275,10,29,0.344,0.444,10,0.341,121,0.35,0.16899999999999998,0.24855491329479767,0.08959537572254335
Steven Kwan,CLE,365,0.293,6,26,0.354,0.412,11,0.337,118,0.305,0.119,0.0821917808219178,0.0821917808219178
Julio Rodriguez,SEA,398,0.247,11,43,0.307,0.387,15,0.305,101,0.293,0.14,0.2135678391959799,0.06030150753768844
Max Muncy,LAD,315,0.25,13,55,0.375,0.457,4,0.363,134,0.285,0.20700000000000002,0.21904761904761905,0.1619047619047619
Cody Bellinger,NYY,347,0.268,13,47,0.326,0.463,9,0.339,119,0.281,0.195,0.14985590778097982,0.08069164265129683
J.P. Crawford,SEA,375,0.285,6,31,0.386,0.38,5,0.345,129,0.34,0.09500000000000003,0.17066666666666666,0.136
Masyn Winn,STL,328,0.256,7,30,0.318,0.38,4,0.309,98,0.296,0.124,0.1798780487804878,0.07621951219512195
George Springer,TOR,331,0.285,16,53,0.378,0.52,10,0.386,151,0.315,0.23500000000000004,0.19637462235649547,0.1268882175226586
Freddie Freeman,LAD,326,0.308,10,47,0.377,0.498,1,0.374,142,0.373,0.19,0.2147239263803681,0.0950920245398773
Kyle Stowers,MIA,319,0.283,16,46,0.355,0.519,3,0.375,140,0.364,0.23600000000000004,0.29153605015673983,0.09404388714733543
Seiya Suzuki,CHC,377,0.261,24,75,0.318,0.551,2,0.367,138,0.294,0.29000000000000004,0.26790450928381965,0.08222811671087533
Vladimir Guerrero Jr.,TOR,384,0.279,12,44,0.383,0.442,3,0.359,132,0.302,0.16299999999999998,0.140625,0.13020833333333334
Junior Caminero,TBR,351,0.258,21,55,0.302,0.511,5,0.345,124,0.259,0.253,0.18518518518518517,0.05982905982905983
Nico Hoerner,CHC,350,0.282,3,36,0.331,0.368,16,0.311,99,0.295,0.08600000000000002,0.06857142857142857,0.05714285714285714
Ryan O'Hearn,BAL,295,0.289,11,30,0.376,0.465,3,0.367,139,0.32,0.17600000000000005,0.1694915254237288,0.10847457627118644
Cam Smith,HOU,291,0.292,7,39,0.357,0.443,4,0.352,128,0.391,0.15100000000000002,0.26804123711340205,0.07903780068728522
TJ Friedl,CIN,377,0.284,8,31,0.372,0.414,9,0.349,118,0.324,0.13,0.15915119363395225,0.11140583554376658
Sal Frelick,MIL,356,0.291,6,36,0.346,0.394,15,0.327,110,0.322,0.10300000000000004,0.12921348314606743,0.06741573033707865
Rafael Devers,- - -,414,0.262,17,67,0.386,0.479,1,0.373,138,0.321,0.21699999999999997,0.2463768115942029,0.16183574879227053
Trent Grisham,NYY,295,0.247,16,33,0.349,0.471,0,0.358,133,0.278,0.22399999999999998,0.23728813559322035,0.13220338983050847
Brandon Nimmo,NYM,353,0.257,18,52,0.314,0.474,9,0.34,121,0.272,0.21699999999999997,0.19263456090651557,0.0708215297450425
Josh Smith,TEX,306,0.282,8,22,0.354,0.421,8,0.34,120,0.319,0.139,0.16339869281045752,0.0915032679738562
Lawrence Butler,ATH,374,0.256,11,35,0.324,0.435,14,0.332,109,0.338,0.179,0.27807486631016043,0.09090909090909091
Jackson Chourio,MIL,395,0.259,14,52,0.294,0.452,16,0.321,106,0.295,0.193,0.20506329113924052,0.043037974683544304
Dansby Swanson,CHC,371,0.253,15,42,0.303,0.432,7,0.317,104,0.306,0.179,0.261455525606469,0.07008086253369272
Brice Turang,MIL,365,0.28,5,36,0.352,0.37,17,0.322,107,0.353,0.08999999999999997,0.2191780821917808,0.10136986301369863
Mookie Betts,LAD,360,0.249,11,44,0.322,0.396,6,0.315,101,0.249,0.14700000000000002,0.1,0.09722222222222222
Jonathan Aranda,TBR,327,0.315,10,45,0.394,0.479,0,0.381,149,0.402,0.16399999999999998,0.2415902140672783,0.09785932721712538
Hunter Goodman,COL,328,0.281,16,50,0.326,0.516,1,0.361,119,0.343,0.235,0.2652439024390244,0.054878048780487805
Spencer Torkelson,DET,354,0.238,20,56,0.336,0.498,1,0.355,130,0.254,0.26,0.23163841807909605,0.11299435028248588
Wilyer Abreu,BOS,282,0.257,17,49,0.326,0.498,5,0.35,121,0.281,0.241,0.2375886524822695,0.09574468085106383
Austin Riley,ATL,388,0.275,13,45,0.325,0.436,2,0.331,111,0.363,0.16099999999999998,0.2860824742268041,0.061855670103092786
William Contreras,MIL,359,0.238,6,35,0.351,0.344,5,0.312,100,0.286,0.10599999999999998,0.1894150417827298,0.15041782729805014
Brent Rooker,ATH,396,0.273,18,48,0.348,0.49,2,0.364,132,0.312,0.21699999999999997,0.21212121212121213,0.09848484848484848
Yandy Diaz,TBR,369,0.287,14,51,0.344,0.47,3,0.35,128,0.3,0.183,0.13821138211382114,0.07588075880758807
Otto Lopez,MIA,299,0.249,9,44,0.321,0.383,9,0.31,95,0.264,0.134,0.13712374581939799,0.0903010033444816
Xander Bogaerts,SDP,348,0.251,5,30,0.325,0.358,13,0.301,94,0.29,0.10699999999999998,0.16954022988505746,0.10057471264367816
Heliot Ramos,SFG,382,0.274,14,47,0.351,0.455,5,0.351,128,0.331,0.181,0.2356020942408377,0.08115183246073299
Taylor Ward,LAA,372,0.222,20,58,0.298,0.477,1,0.331,112,0.247,0.255,0.2661290322580645,0.0967741935483871
Willson Contreras,STL,356,0.246,11,51,0.338,0.414,4,0.332,114,0.304,0.16799999999999998,0.24157303370786518,0.08426966292134831
Brandon Lowe,TBR,342,0.273,19,50,0.325,0.489,3,0.35,127,0.313,0.21599999999999997,0.24561403508771928,0.07017543859649122
Wyatt Langford,TEX,296,0.233,13,31,0.311,0.42,11,0.317,104,0.274,0.18699999999999997,0.26013513513513514,0.09797297297297297
Oneil Cruz,PIT,339,0.206,15,35,0.319,0.408,28,0.317,99,0.268,0.20199999999999999,0.3274336283185841,0.13569321533923304
Marcus Semien,TEX,364,0.234,9,42,0.313,0.359,7,0.299,91,0.264,0.12499999999999997,0.1813186813186813,0.10164835164835165
Victor Scott II,STL,299,0.235,4,28,0.319,0.323,22,0.292,86,0.322,0.08800000000000002,0.2709030100334448,0.08361204013377926
Jo Adell,LAA,293,0.251,19,52,0.322,0.506,3,0.357,130,0.266,0.255,0.23208191126279865,0.06825938566552901
Zach Neto,LAA,290,0.266,13,30,0.31,0.476,15,0.338,117,0.321,0.20999999999999996,0.25862068965517243,0.041379310344827586
Jung Hoo Lee,SFG,362,0.243,6,36,0.309,0.397,6,0.309,99,0.258,0.15400000000000003,0.11049723756906077,0.08011049723756906
Willy Adames,SFG,379,0.225,10,42,0.31,0.362,4,0.297,91,0.283,0.13699999999999998,0.2612137203166227,0.11081794195250659
Josh Naylor,ARI,338,0.302,10,56,0.356,0.466,10,0.356,127,0.319,0.16400000000000003,0.1242603550295858,0.07988165680473373
Ben Rice,NYY,292,0.231,14,31,0.323,0.467,3,0.344,122,0.249,0.23600000000000002,0.2089041095890411,0.08904109589041095
Nolan Schanuel,LAA,363,0.268,8,35,0.361,0.403,3,0.337,116,0.29,0.135,0.12121212121212122,0.11019283746556474
Alec Bohm,PHI,355,0.283,8,41,0.324,0.404,2,0.319,101,0.321,0.12100000000000005,0.16901408450704225,0.05352112676056338
Bo Bichette,TOR,390,0.27,11,50,0.308,0.42,4,0.316,102,0.299,0.14999999999999997,0.1641025641025641,0.04871794871794872
Trevor Story,BOS,353,0.252,13,51,0.293,0.402,14,0.304,89,0.323,0.15000000000000002,0.28328611898017,0.0453257790368272
Alec Burleson,STL,287,0.294,11,38,0.336,0.472,3,0.348,124,0.306,0.178,0.13240418118466898,0.0627177700348432
Paul Goldschmidt,NYY,340,0.282,8,32,0.343,0.425,5,0.333,115,0.326,0.14300000000000002,0.17352941176470588,0.07941176470588235
Mike Yastrzemski,SFG,316,0.246,8,28,0.339,0.388,6,0.32,106,0.305,0.14200000000000002,0.22784810126582278,0.12025316455696203
Anthony Volpe,NYY,358,0.222,10,47,0.3,0.403,9,0.307,97,0.27,0.18100000000000002,0.24581005586592178,0.09497206703910614
Christian Yelich,MIL,357,0.26,17,61,0.336,0.455,12,0.343,121,0.317,0.195,0.2661064425770308,0.09523809523809523
Jose Altuve,HOU,366,0.269,15,44,0.331,0.447,6,0.336,117,0.287,0.178,0.16666666666666666,0.08469945355191257
Jasson Dominguez,NYY,287,0.267,8,33,0.345,0.426,14,0.338,118,0.355,0.15899999999999997,0.28222996515679444,0.10801393728222997
Jarren Duran,BOS,408,0.255,6,44,0.312,0.416,15,0.317,98,0.33,0.16099999999999998,0.2426470588235294,0.06372549019607843
Nolan Arenado,STL,336,0.244,10,41,0.304,0.391,1,0.301,92,0.245,0.14700000000000002,0.10119047619047619,0.07142857142857142
Ke'Bryan Hayes,PIT,325,0.244,2,29,0.293,0.3,10,0.268,65,0.306,0.055999999999999994,0.20307692307692307,0.052307692307692305
Gavin Sheets,SDP,322,0.264,13,49,0.323,0.452,1,0.335,118,0.295,0.188,0.20186335403726707,0.07763975155279502
Rhys Hoskins,MIL,318,0.242,12,42,0.34,0.428,2,0.334,115,0.298,0.186,0.2672955974842767,0.11949685534591195
Ian Happ,CHC,376,0.231,12,44,0.33,0.389,4,0.32,105,0.274,0.158,0.22606382978723405,0.1276595744680851
Adley Rutschman,BAL,276,0.227,8,20,0.319,0.372,0,0.309,98,0.247,0.145,0.16304347826086957,0.11594202898550725
Matt McLain,CIN,323,0.208,9,31,0.298,0.335,12,0.286,75,0.267,0.12700000000000003,0.2755417956656347,0.09907120743034056
Jordan Beck,COL,316,0.268,10,31,0.323,0.46,10,0.339,104,0.351,0.192,0.27848101265822783,0.06645569620253164
Lars Nootbaar,STL,366,0.227,11,36,0.333,0.374,4,0.316,102,0.265,0.147,0.21311475409836064,0.12568306010928962
Carlos Santana,CLE,330,0.239,10,38,0.333,0.368,4,0.314,102,0.269,0.129,0.18787878787878787,0.11818181818181818
Carlos Correa,MIN,299,0.259,7,29,0.298,0.383,0,0.299,90,0.304,0.124,0.19732441471571907,0.05351170568561873
J.T. Realmuto,PHI,299,0.252,5,28,0.314,0.365,5,0.301,89,0.323,0.11299999999999999,0.23745819397993312,0.07692307692307693
Gabriel Arias,CLE,281,0.231,6,31,0.293,0.369,3,0.292,87,0.325,0.13799999999999998,0.31316725978647686,0.06405693950177936
Kerry Carpenter,DET,280,0.257,16,32,0.285,0.494,1,0.333,116,0.274,0.237,0.21428571428571427,0.025
Cedric Mullins,BAL,290,0.217,13,41,0.304,0.421,10,0.318,105,0.241,0.204,0.23793103448275862,0.10689655172413794
Ryan McMahon,COL,349,0.211,12,25,0.312,0.376,2,0.306,81,0.289,0.165,0.3209169054441261,0.12607449856733524
Xavier Edwards,MIA,322,0.288,0,19,0.359,0.326,15,0.31,95,0.343,0.038000000000000034,0.14906832298136646,0.09937888198757763
Bryson Stott,PHI,323,0.236,5,35,0.304,0.329,13,0.285,78,0.277,0.09300000000000003,0.17647058823529413,0.08668730650154799
Tyler Soderstrom,ATH,367,0.25,14,48,0.332,0.423,5,0.332,109,0.295,0.173,0.23160762942779292,0.09809264305177112
Marcell Ozuna,ATL,372,0.238,11,40,0.367,0.38,0,0.335,113,0.29,0.14200000000000002,0.23118279569892472,0.16666666666666666
Lourdes Gurriel Jr.,ARI,353,0.253,12,46,0.3,0.429,7,0.315,99,0.26,0.176,0.1359773371104816,0.056657223796033995
Miguel Vargas,CHW,351,0.223,10,34,0.302,0.398,4,0.308,96,0.247,0.17500000000000002,0.17663817663817663,0.09116809116809117
Jackson Holliday,BAL,342,0.251,10,34,0.301,0.395,9,0.306,97,0.313,0.14400000000000002,0.24853801169590642,0.05555555555555555
Vinnie Pasquantino,KCR,376,0.268,14,55,0.33,0.426,1,0.329,108,0.292,0.15799999999999997,0.1675531914893617,0.07180851063829788
Josh Jung,TEX,297,0.237,8,35,0.283,0.366,4,0.286,82,0.293,0.129,0.24579124579124578,0.05387205387205387
Andrew McCutchen,PIT,320,0.262,8,31,0.343,0.398,1,0.327,106,0.316,0.136,0.2125,0.10625
Spencer Steer,CIN,323,0.256,10,37,0.313,0.414,6,0.318,98,0.316,0.15799999999999997,0.24458204334365324,0.07120743034055728
Ty France,MIN,339,0.255,6,42,0.316,0.361,1,0.303,92,0.29,0.10599999999999998,0.15634218289085547,0.04129793510324484
Joey Ortiz,MIL,306,0.209,6,28,0.269,0.306,9,0.259,63,0.234,0.097,0.16339869281045752,0.06535947712418301
Gavin Lux,CIN,285,0.273,4,37,0.365,0.394,1,0.339,112,0.358,0.121,0.23157894736842105,0.12631578947368421
Teoscar Hernandez,LAD,297,0.257,14,54,0.291,0.468,5,0.326,108,0.293,0.21100000000000002,0.2356902356902357,0.04377104377104377
Trevor Larnach,MIN,343,0.252,12,39,0.316,0.419,2,0.321,105,0.295,0.16699999999999998,0.22157434402332363,0.07871720116618076
Kyle Manzardo,CLE,282,0.218,13,33,0.291,0.433,1,0.312,101,0.247,0.215,0.2553191489361702,0.08865248226950355
Max Kepler,PHI,294,0.209,10,30,0.303,0.38,0,0.302,90,0.234,0.171,0.20748299319727892,0.10884353741496598
Ozzie Albies,ATL,375,0.222,6,28,0.293,0.314,7,0.274,72,0.25,0.092,0.15466666666666667,0.08266666666666667
Luis Garcia Jr.,WSN,307,0.265,7,41,0.303,0.406,8,0.307,95,0.283,0.14100000000000001,0.13680781758957655,0.05211726384364821
Adolis Garcia,TEX,336,0.227,10,49,0.271,0.383,8,0.283,80,0.273,0.156,0.25297619047619047,0.05357142857142857
Luis Arraez,SDP,360,0.29,4,33,0.323,0.4,4,0.316,105,0.285,0.11000000000000004,0.022222222222222223,0.04722222222222222
Wilmer Flores,SFG,328,0.238,11,55,0.314,0.378,1,0.308,98,0.26,0.14,0.17378048780487804,0.08536585365853659
Christian Walker,HOU,359,0.232,11,44,0.292,0.375,0,0.295,88,0.29,0.143,0.2646239554317549,0.06406685236768803
Nick Castellanos,PHI,362,0.275,11,49,0.318,0.445,2,0.33,109,0.318,0.16999999999999998,0.20165745856353592,0.055248618784530384
Nathaniel Lowe,WSN,372,0.234,13,58,0.301,0.404,1,0.309,96,0.293,0.17,0.271505376344086,0.08602150537634409
Logan O'Hoppe,LAA,276,0.231,17,37,0.261,0.439,0,0.301,91,0.284,0.208,0.33695652173913043,0.036231884057971016
Yainer Diaz,HOU,314,0.245,11,36,0.277,0.396,0,0.291,86,0.266,0.15100000000000002,0.17834394904458598,0.03821656050955414
Luis Robert Jr.,CHW,285,0.185,8,32,0.27,0.313,22,0.26,63,0.245,0.128,0.3087719298245614,0.10175438596491228
Jonathan India,KCR,356,0.246,4,23,0.33,0.342,0,0.303,90,0.285,0.09600000000000003,0.1544943820224719,0.09269662921348315
Salvador Perez,KCR,354,0.234,9,49,0.275,0.384,0,0.284,76,0.273,0.15,0.2033898305084746,0.04519774011299435
Bryan Reynolds,PIT,363,0.232,10,45,0.298,0.384,3,0.299,87,0.291,0.152,0.25895316804407714,0.08264462809917356
Eric Wagaman,MIA,326,0.25,5,33,0.288,0.372,2,0.288,80,0.295,0.122,0.1901840490797546,0.05521472392638037
Michael Harris II,ATL,346,0.212,6,43,0.236,0.319,12,0.24,49,0.25,0.10700000000000001,0.21098265895953758,0.028901734104046242
Josh Bell,WSN,297,0.212,11,36,0.296,0.367,0,0.294,86,0.223,0.155,0.1750841750841751,0.09764309764309764
Jorge Soler,LAA,284,0.202,9,29,0.283,0.353,0,0.283,78,0.268,0.15099999999999997,0.30985915492957744,0.0880281690140845
Michael Conforto,LAD,283,0.174,7,21,0.293,0.307,1,0.276,75,0.208,0.133,0.23674911660777384,0.12014134275618374
Brenton Doyle,COL,307,0.204,7,29,0.254,0.333,8,0.259,48,0.25,0.12900000000000003,0.247557003257329,0.06514657980456026
Luis Rengifo,LAA,303,0.226,4,20,0.268,0.307,2,0.256,60,0.264,0.08099999999999999,0.1782178217821782,0.052805280528052806
Michael Toglia,COL,277,0.207,9,28,0.274,0.375,3,0.282,64,0.314,0.168,0.3862815884476534,0.08303249097472924
