Name,Team,PA,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Pete Alonso,NYM,397,0.287,20,73,0.38,0.543,1,0.395,160,0.332,0.25600000000000006,0.22418136020151133,0.10327455919395466
Riley Greene,DET,373,0.286,22,71,0.34,0.539,1,0.377,146,0.369,0.25300000000000006,0.3109919571045576,0.07238605898123325
Matt Olson,ATL,391,0.267,17,58,0.368,0.489,0,0.371,138,0.316,0.22199999999999998,0.23273657289002558,0.13554987212276215
Jacob Wilson,ATH,356,0.335,9,42,0.377,0.468,5,0.369,136,0.343,0.133,0.07303370786516854,0.056179775280898875
CJ Abrams,WSN,341,0.285,12,31,0.356,0.482,19,0.364,134,0.318,0.197,0.17008797653958943,0.07038123167155426
Ceddanne Rafaela,BOS,319,0.264,11,38,0.307,0.456,11,0.33,107,0.299,0.192,0.19435736677115986,0.047021943573667714
Michael Busch,CHC,318,0.297,18,56,0.384,0.566,4,0.407,166,0.344,0.26899999999999996,0.22641509433962265,0.10377358490566038
Juan Soto,NYM,397,0.263,21,51,0.396,0.508,10,0.388,155,0.269,0.245,0.1712846347607053,0.181360201511335
Manny Machado,SDP,379,0.288,14,52,0.351,0.474,8,0.356,132,0.315,0.186,0.1662269129287599,0.09234828496042216
Kyle Schwarber,PHI,397,0.251,27,63,0.383,0.541,8,0.395,154,0.278,0.29000000000000004,0.25692695214105793,0.16120906801007556
Isaac Paredes,HOU,376,0.257,18,48,0.356,0.467,0,0.36,134,0.267,0.21000000000000002,0.1702127659574468,0.11702127659574468
Zach McKinstry,DET,307,0.285,6,26,0.356,0.456,11,0.351,128,0.355,0.17100000000000004,0.22149837133550487,0.09446254071661238
Jake Meyers,HOU,322,0.308,3,21,0.369,0.405,14,0.343,122,0.374,0.09700000000000003,0.18012422360248448,0.08385093167701864
Cody Bellinger,NYY,351,0.272,13,47,0.33,0.468,9,0.343,122,0.285,0.196,0.14814814814814814,0.08262108262108261
Eugenio Suarez,ARI,361,0.252,28,73,0.319,0.562,1,0.372,139,0.264,0.31000000000000005,0.27146814404432135,0.060941828254847646
Maikel Garcia,KCR,362,0.303,8,39,0.361,0.465,18,0.36,129,0.336,0.16200000000000003,0.13812154696132597,0.08287292817679558
Randy Arozarena,SEA,383,0.249,14,42,0.355,0.446,15,0.352,134,0.318,0.197,0.2689295039164491,0.10704960835509138
Matt Chapman,SFG,282,0.239,12,30,0.358,0.441,7,0.354,130,0.283,0.202,0.2375886524822695,0.1453900709219858
Brendan Donovan,STL,361,0.296,7,32,0.367,0.43,3,0.349,125,0.331,0.134,0.13850415512465375,0.08587257617728532
Steven Kwan,CLE,370,0.298,6,28,0.358,0.419,11,0.341,121,0.311,0.121,0.08378378378378379,0.08108108108108109
Ernie Clement,TOR,320,0.297,4,24,0.339,0.396,3,0.322,106,0.319,0.09900000000000003,0.1,0.059375
Julio Rodriguez,SEA,402,0.247,11,43,0.306,0.389,15,0.305,101,0.294,0.14200000000000002,0.21641791044776118,0.05970149253731343
Gleyber Torres,DET,333,0.278,9,44,0.387,0.422,4,0.36,134,0.296,0.14399999999999996,0.12612612612612611,0.14414414414414414
Nico Hoerner,CHC,354,0.287,3,37,0.336,0.382,16,0.318,104,0.301,0.09500000000000003,0.06779661016949153,0.05649717514124294
Seiya Suzuki,CHC,382,0.263,25,77,0.319,0.561,2,0.371,141,0.295,0.29800000000000004,0.2670157068062827,0.08115183246073299
Freddie Freeman,LAD,330,0.307,10,47,0.376,0.495,1,0.373,141,0.372,0.188,0.21515151515151515,0.09393939393939393
Max Muncy,LAD,315,0.25,13,55,0.375,0.457,4,0.363,134,0.285,0.20700000000000002,0.21904761904761905,0.1619047619047619
J.P. Crawford,SEA,379,0.284,6,31,0.385,0.378,5,0.344,128,0.341,0.09400000000000003,0.1741424802110818,0.1345646437994723
Masyn Winn,STL,332,0.253,7,30,0.317,0.377,4,0.308,97,0.294,0.124,0.18072289156626506,0.0783132530120482
Rafael Devers,- - -,419,0.265,17,67,0.391,0.481,1,0.376,140,0.327,0.21599999999999997,0.2458233890214797,0.162291169451074
Kyle Stowers,MIA,322,0.28,16,46,0.352,0.514,3,0.372,138,0.358,0.23399999999999999,0.2888198757763975,0.09316770186335403
Vladimir Guerrero Jr.,TOR,388,0.279,12,44,0.381,0.442,3,0.358,132,0.302,0.16299999999999998,0.14175257731958762,0.12886597938144329
Gunnar Henderson,BAL,350,0.271,10,29,0.34,0.438,10,0.337,118,0.344,0.16699999999999998,0.24571428571428572,0.08857142857142856
Sal Frelick,MIL,360,0.294,6,36,0.35,0.399,15,0.332,113,0.326,0.10500000000000004,0.12777777777777777,0.06666666666666667
George Springer,TOR,335,0.281,16,53,0.374,0.512,10,0.381,148,0.309,0.23099999999999998,0.19402985074626866,0.1253731343283582
Jonathan Aranda,TBR,332,0.32,10,47,0.398,0.481,0,0.383,151,0.407,0.16099999999999998,0.23795180722891565,0.0963855421686747
Ryan O'Hearn,BAL,299,0.287,11,30,0.378,0.461,3,0.365,138,0.318,0.17400000000000004,0.1705685618729097,0.11371237458193979
Junior Caminero,TBR,356,0.258,21,57,0.301,0.508,5,0.343,123,0.26,0.25,0.18820224719101122,0.05898876404494382
TJ Friedl,CIN,381,0.28,8,31,0.368,0.409,9,0.345,116,0.319,0.12899999999999995,0.15748031496062992,0.11023622047244094
Jackson Chourio,MIL,399,0.26,15,55,0.293,0.459,16,0.323,107,0.292,0.199,0.20300751879699247,0.042606516290726815
Trent Grisham,NYY,300,0.254,16,33,0.353,0.473,0,0.361,135,0.287,0.21899999999999997,0.23333333333333334,0.13
Wilyer Abreu,BOS,282,0.257,17,49,0.326,0.498,5,0.35,121,0.281,0.241,0.2375886524822695,0.09574468085106383
Brandon Nimmo,NYM,357,0.255,18,52,0.317,0.471,9,0.34,122,0.27,0.21599999999999997,0.19047619047619047,0.07282913165266107
Cam Smith,HOU,296,0.286,7,39,0.351,0.435,4,0.346,124,0.385,0.14900000000000002,0.2702702702702703,0.0777027027027027
Josh Smith,TEX,309,0.283,8,22,0.354,0.42,8,0.34,119,0.32,0.137,0.16181229773462782,0.09061488673139159
Lawrence Butler,ATH,379,0.253,11,36,0.322,0.43,14,0.329,108,0.333,0.177,0.2770448548812665,0.09234828496042216
Dansby Swanson,CHC,376,0.253,15,42,0.304,0.43,7,0.317,104,0.308,0.177,0.2632978723404255,0.07180851063829788
Mookie Betts,LAD,364,0.252,11,44,0.324,0.397,6,0.316,102,0.253,0.14500000000000002,0.0989010989010989,0.09615384615384616
Brice Turang,MIL,369,0.279,5,36,0.351,0.368,17,0.321,106,0.351,0.08899999999999997,0.21680216802168023,0.1002710027100271
Xander Bogaerts,SDP,352,0.255,5,30,0.33,0.361,13,0.305,97,0.295,0.10599999999999998,0.16761363636363635,0.10227272727272728
Hunter Goodman,COL,328,0.281,16,50,0.326,0.516,1,0.362,119,0.343,0.235,0.2652439024390244,0.054878048780487805
Spencer Torkelson,DET,358,0.235,20,56,0.335,0.493,1,0.353,129,0.252,0.258,0.2346368715083799,0.11173184357541899
Taylor Ward,LAA,377,0.228,20,59,0.305,0.48,2,0.336,115,0.257,0.252,0.26525198938992045,0.09814323607427056
William Contreras,MIL,363,0.239,6,35,0.35,0.343,5,0.311,99,0.286,0.10400000000000004,0.19008264462809918,0.1487603305785124
Brent Rooker,ATH,400,0.271,18,48,0.348,0.486,2,0.362,131,0.309,0.21499999999999997,0.21,0.1
Yandy Diaz,TBR,374,0.289,14,52,0.345,0.472,3,0.351,129,0.304,0.183,0.14171122994652408,0.0748663101604278
Willson Contreras,STL,359,0.25,11,51,0.341,0.42,4,0.336,116,0.309,0.16999999999999998,0.2395543175487465,0.08356545961002786
Austin Riley,ATL,392,0.273,13,45,0.324,0.433,2,0.33,110,0.36,0.15999999999999998,0.2857142857142857,0.06377551020408163
Otto Lopez,MIA,302,0.25,9,44,0.321,0.382,9,0.31,95,0.266,0.132,0.1390728476821192,0.08940397350993377
Heliot Ramos,SFG,387,0.273,14,47,0.349,0.452,5,0.349,127,0.329,0.179,0.2351421188630491,0.08010335917312661
Willy Adames,SFG,384,0.226,11,45,0.313,0.37,4,0.302,95,0.281,0.144,0.2578125,0.11458333333333333
Victor Scott II,STL,300,0.238,4,28,0.321,0.326,22,0.294,87,0.326,0.08800000000000002,0.27,0.08333333333333333
Brandon Lowe,TBR,343,0.272,19,50,0.324,0.487,3,0.349,127,0.313,0.21499999999999997,0.2478134110787172,0.06997084548104957
Wyatt Langford,TEX,300,0.23,13,31,0.31,0.415,11,0.315,102,0.273,0.18499999999999997,0.2633333333333333,0.1
Marcus Semien,TEX,368,0.235,9,42,0.313,0.358,7,0.299,91,0.265,0.123,0.18206521739130435,0.10054347826086957
Jo Adell,LAA,298,0.248,19,52,0.323,0.5,3,0.356,129,0.264,0.252,0.2348993288590604,0.0738255033557047
Zach Neto,LAA,295,0.265,13,30,0.312,0.473,15,0.338,117,0.323,0.20799999999999996,0.26101694915254237,0.04406779661016949
Bo Bichette,TOR,394,0.27,12,51,0.31,0.427,4,0.32,105,0.298,0.15699999999999997,0.1649746192893401,0.050761421319796954
Alec Bohm,PHI,359,0.282,8,41,0.323,0.402,2,0.318,101,0.321,0.12000000000000005,0.16991643454038996,0.052924791086350974
Oneil Cruz,PIT,343,0.203,15,35,0.315,0.402,28,0.313,97,0.265,0.199,0.3294460641399417,0.13411078717201166
Jung Hoo Lee,SFG,362,0.243,6,36,0.309,0.397,6,0.309,99,0.258,0.15400000000000003,0.11049723756906077,0.08011049723756906
Josh Naylor,ARI,342,0.298,10,56,0.352,0.46,10,0.352,125,0.314,0.16200000000000003,0.12280701754385964,0.07894736842105263
Ben Rice,NYY,292,0.231,14,31,0.323,0.467,3,0.344,122,0.249,0.23600000000000002,0.2089041095890411,0.08904109589041095
Paul Goldschmidt,NYY,345,0.284,8,32,0.344,0.428,5,0.335,116,0.328,0.14400000000000002,0.17101449275362318,0.0782608695652174
Trevor Story,BOS,357,0.252,14,53,0.292,0.409,14,0.307,91,0.32,0.15699999999999997,0.28291316526610644,0.04481792717086835
Jose Altuve,HOU,371,0.272,16,46,0.332,0.457,6,0.339,119,0.286,0.185,0.16442048517520216,0.08355795148247978
Mike Yastrzemski,SFG,320,0.244,8,28,0.338,0.384,6,0.317,105,0.303,0.14,0.23125,0.121875
Alec Burleson,STL,291,0.29,11,38,0.331,0.465,3,0.343,121,0.303,0.17500000000000004,0.13745704467353953,0.061855670103092786
Christian Yelich,MIL,361,0.26,17,61,0.335,0.452,13,0.341,120,0.316,0.192,0.2631578947368421,0.09418282548476455
Jasson Dominguez,NYY,287,0.267,8,33,0.345,0.426,14,0.338,118,0.355,0.15899999999999997,0.28222996515679444,0.10801393728222997
Rhys Hoskins,MIL,318,0.242,12,42,0.34,0.428,2,0.334,115,0.298,0.186,0.2672955974842767,0.11949685534591195
Nolan Schanuel,LAA,368,0.264,8,35,0.356,0.396,3,0.332,113,0.287,0.132,0.125,0.10869565217391304
Jackson Holliday,BAL,346,0.26,11,36,0.309,0.415,9,0.317,104,0.322,0.15499999999999997,0.24566473988439305,0.05491329479768786
Anthony Volpe,NYY,362,0.219,10,48,0.296,0.398,10,0.304,94,0.268,0.17900000000000002,0.24861878453038674,0.09392265193370165
Nolan Arenado,STL,336,0.244,10,41,0.304,0.391,1,0.301,92,0.245,0.14700000000000002,0.10119047619047619,0.07142857142857142
Ke'Bryan Hayes,PIT,326,0.243,2,29,0.292,0.299,10,0.267,65,0.306,0.055999999999999994,0.20552147239263804,0.05214723926380368
Gavin Sheets,SDP,326,0.264,13,49,0.325,0.451,1,0.336,119,0.295,0.187,0.19938650306748465,0.07975460122699386
Jarren Duran,BOS,412,0.255,6,44,0.311,0.416,15,0.317,98,0.328,0.16099999999999998,0.24029126213592233,0.06310679611650485
Ian Happ,CHC,381,0.229,12,45,0.328,0.384,4,0.317,104,0.27,0.155,0.22572178477690288,0.12860892388451445
Adley Rutschman,BAL,276,0.227,8,20,0.319,0.372,0,0.309,98,0.247,0.145,0.16304347826086957,0.11594202898550725
Bryson Stott,PHI,327,0.238,6,37,0.31,0.34,13,0.292,83,0.276,0.10200000000000004,0.1743119266055046,0.09174311926605505
Tyler Soderstrom,ATH,371,0.253,15,49,0.334,0.436,5,0.337,113,0.297,0.183,0.23180592991913745,0.09703504043126684
Lars Nootbaar,STL,370,0.224,11,36,0.33,0.369,4,0.312,100,0.263,0.145,0.21621621621621623,0.12432432432432433
Carlos Santana,CLE,334,0.235,10,38,0.329,0.363,4,0.31,99,0.265,0.128,0.18862275449101795,0.11676646706586827
Gabriel Arias,CLE,281,0.231,6,31,0.293,0.369,3,0.292,87,0.325,0.13799999999999998,0.31316725978647686,0.06405693950177936
Jordan Beck,COL,320,0.264,10,31,0.319,0.454,10,0.335,101,0.343,0.19,0.275,0.065625
Lourdes Gurriel Jr.,ARI,353,0.253,12,46,0.3,0.429,7,0.315,100,0.26,0.176,0.1359773371104816,0.056657223796033995
Ryan McMahon,COL,353,0.209,12,25,0.312,0.373,2,0.305,80,0.286,0.164,0.32011331444759206,0.1274787535410765
Carlos Correa,MIN,304,0.256,7,29,0.299,0.379,0,0.298,89,0.303,0.123,0.20065789473684212,0.05921052631578947
J.T. Realmuto,PHI,303,0.252,5,28,0.314,0.363,5,0.3,89,0.325,0.11099999999999999,0.24092409240924093,0.07590759075907591
Matt McLain,CIN,326,0.206,9,31,0.295,0.331,12,0.283,74,0.265,0.12500000000000003,0.27607361963190186,0.09815950920245399
Vinnie Pasquantino,KCR,380,0.271,14,55,0.332,0.432,1,0.332,110,0.295,0.16099999999999998,0.16578947368421051,0.07105263157894737
Marcell Ozuna,ATL,372,0.238,11,40,0.367,0.38,0,0.335,114,0.29,0.14200000000000002,0.23118279569892472,0.16666666666666666
Cedric Mullins,BAL,294,0.213,13,41,0.3,0.415,10,0.314,102,0.236,0.20199999999999999,0.23469387755102042,0.1054421768707483
Miguel Vargas,CHW,355,0.221,10,34,0.301,0.394,4,0.307,95,0.244,0.17300000000000001,0.17464788732394365,0.09295774647887324
Xavier Edwards,MIA,326,0.284,0,19,0.355,0.322,15,0.307,93,0.34,0.038000000000000034,0.15337423312883436,0.09815950920245399
Josh Jung,TEX,297,0.237,8,35,0.283,0.366,4,0.286,82,0.293,0.129,0.24579124579124578,0.05387205387205387
Ty France,MIN,339,0.255,6,42,0.316,0.361,1,0.303,92,0.29,0.10599999999999998,0.15634218289085547,0.04129793510324484
Joey Ortiz,MIL,306,0.209,6,28,0.269,0.306,9,0.259,63,0.234,0.097,0.16339869281045752,0.06535947712418301
Trevor Larnach,MIN,346,0.256,12,39,0.319,0.425,2,0.324,108,0.301,0.16899999999999998,0.22254335260115607,0.07803468208092486
Andrew McCutchen,PIT,324,0.261,8,31,0.342,0.396,1,0.326,106,0.317,0.135,0.21604938271604937,0.10493827160493827
Spencer Steer,CIN,326,0.253,10,37,0.31,0.41,6,0.316,96,0.311,0.15699999999999997,0.24233128834355827,0.0705521472392638
Teoscar Hernandez,LAD,297,0.257,14,54,0.291,0.468,5,0.326,109,0.293,0.21100000000000002,0.2356902356902357,0.04377104377104377
Gavin Lux,CIN,288,0.27,4,37,0.361,0.389,1,0.336,110,0.356,0.119,0.2361111111111111,0.125
Kyle Manzardo,CLE,284,0.217,13,33,0.289,0.429,1,0.31,99,0.246,0.212,0.25704225352112675,0.0880281690140845
Luis Garcia Jr.,WSN,308,0.265,7,42,0.305,0.406,8,0.309,96,0.283,0.14100000000000001,0.13636363636363635,0.05519480519480519
Max Kepler,PHI,298,0.211,10,30,0.305,0.379,0,0.303,91,0.237,0.168,0.2080536912751678,0.11073825503355705
Adolis Garcia,TEX,340,0.228,10,49,0.271,0.381,8,0.283,80,0.274,0.153,0.2529411764705882,0.052941176470588235
Ozzie Albies,ATL,379,0.222,6,28,0.293,0.313,7,0.274,72,0.251,0.091,0.15567282321899736,0.08179419525065963
Luis Arraez,SDP,364,0.292,4,34,0.325,0.401,4,0.317,106,0.289,0.10900000000000004,0.024725274725274724,0.046703296703296704
Yainer Diaz,HOU,318,0.248,12,37,0.28,0.411,0,0.298,91,0.268,0.16299999999999998,0.1792452830188679,0.03773584905660377
Wilmer Flores,SFG,333,0.241,11,55,0.315,0.378,1,0.309,99,0.265,0.137,0.17717717717717718,0.08408408408408409
Christian Walker,HOU,364,0.231,12,45,0.291,0.381,0,0.296,89,0.286,0.15,0.26373626373626374,0.06318681318681318
Nick Castellanos,PHI,366,0.274,11,49,0.317,0.442,2,0.329,108,0.32,0.16799999999999998,0.20765027322404372,0.0546448087431694
Logan O'Hoppe,LAA,280,0.231,17,37,0.261,0.437,0,0.3,90,0.287,0.206,0.3392857142857143,0.03571428571428571
Luis Robert Jr.,CHW,285,0.185,8,32,0.27,0.313,22,0.26,63,0.245,0.128,0.3087719298245614,0.10175438596491228
Nathaniel Lowe,WSN,377,0.235,13,58,0.302,0.402,1,0.309,97,0.295,0.16700000000000004,0.27320954907161804,0.08753315649867374
Salvador Perez,KCR,358,0.235,10,50,0.277,0.393,0,0.289,80,0.272,0.15800000000000003,0.20391061452513967,0.0446927374301676
Jonathan India,KCR,361,0.243,4,23,0.328,0.338,0,0.301,88,0.283,0.09500000000000003,0.15789473684210525,0.09418282548476455
Eric Wagaman,MIA,329,0.248,5,33,0.286,0.368,2,0.286,79,0.292,0.12,0.19148936170212766,0.0547112462006079
Michael Harris II,ATL,348,0.21,6,43,0.235,0.317,12,0.239,48,0.248,0.10700000000000001,0.20977011494252873,0.028735632183908046
Bryan Reynolds,PIT,367,0.229,10,45,0.294,0.38,3,0.295,85,0.289,0.151,0.26430517711171664,0.08174386920980926
Josh Bell,WSN,302,0.216,11,36,0.298,0.368,0,0.295,87,0.228,0.152,0.17549668874172186,0.09602649006622517
Jorge Soler,LAA,285,0.206,9,29,0.285,0.356,0,0.285,80,0.272,0.15,0.3087719298245614,0.08771929824561403
Michael Conforto,LAD,287,0.176,7,21,0.296,0.307,1,0.278,76,0.211,0.131,0.23344947735191637,0.12195121951219512
Brenton Doyle,COL,308,0.206,7,29,0.256,0.336,9,0.261,50,0.254,0.13000000000000003,0.24675324675324675,0.06493506493506493
Luis Rengifo,LAA,307,0.226,4,20,0.268,0.307,2,0.256,59,0.265,0.08099999999999999,0.1791530944625407,0.05211726384364821
Michael Toglia,COL,281,0.209,10,30,0.278,0.386,3,0.288,69,0.309,0.17700000000000002,0.3807829181494662,0.08540925266903915
