Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
Cody Bellinger,NYY,90,349,56,99,17,56,9,29,54,0.284,0.336,0.499,0.835,0.356,130,0.29,0.215,0.141,0.076
Alejandro Kirk,TOR,82,291,26,89,7,45,0,27,30,0.306,0.362,0.409,0.771,0.337,117,0.318,0.103,0.09300000000000001,0.084
Juan Soto,NYM,98,348,71,90,24,57,12,78,83,0.259,0.392,0.509,0.901,0.384,153,0.269,0.25,0.192,0.18100000000000002
Randy Arozarena,SEA,96,357,56,91,18,49,16,45,114,0.255,0.361,0.473,0.834,0.362,141,0.32,0.218,0.271,0.107
Riley Greene,DET,97,374,54,105,25,79,1,27,128,0.281,0.331,0.543,0.874,0.372,141,0.359,0.262,0.316,0.067
Jacob Wilson,ATH,89,349,45,114,10,44,5,20,29,0.327,0.369,0.461,0.83,0.362,130,0.334,0.135,0.077,0.053
Zach McKinstry,DET,90,294,49,82,8,31,15,35,72,0.279,0.359,0.463,0.822,0.355,129,0.339,0.184,0.213,0.10400000000000001
Andy Pages,LAD,95,358,45,100,17,59,8,18,81,0.279,0.319,0.469,0.789,0.34,119,0.314,0.19,0.21,0.047
Michael Busch,CHC,92,308,47,89,20,60,4,36,80,0.289,0.374,0.552,0.926,0.397,160,0.332,0.263,0.22899999999999998,0.10300000000000001
Pete Alonso,NYM,99,370,53,102,21,77,1,46,98,0.276,0.37,0.522,0.892,0.381,151,0.318,0.246,0.22699999999999998,0.106
Matt Olson,ATL,97,366,53,96,17,63,0,58,102,0.262,0.364,0.467,0.831,0.361,132,0.316,0.205,0.23800000000000002,0.135
Isaac Paredes,HOU,94,351,51,91,19,50,0,49,67,0.259,0.359,0.47,0.829,0.362,134,0.27,0.211,0.16399999999999998,0.12
Masyn Winn,STL,87,333,56,88,7,32,6,27,65,0.264,0.323,0.384,0.708,0.312,101,0.308,0.12,0.17800000000000002,0.07400000000000001
Julio Rodriguez,SEA,97,400,64,100,14,50,17,30,96,0.25,0.314,0.413,0.726,0.317,109,0.295,0.163,0.218,0.068
J.P. Crawford,SEA,95,353,45,101,7,38,5,56,72,0.286,0.387,0.385,0.773,0.347,130,0.342,0.099,0.172,0.134
Sal Frelick,MIL,93,344,46,101,7,39,17,26,49,0.294,0.354,0.404,0.758,0.335,116,0.324,0.11,0.127,0.068
Gunnar Henderson,BAL,90,343,50,96,11,32,12,33,89,0.28,0.346,0.461,0.806,0.347,124,0.348,0.181,0.235,0.087
Maikel Garcia,KCR,97,359,41,106,8,40,18,31,53,0.295,0.351,0.448,0.8,0.348,120,0.327,0.153,0.134,0.078
Brendan Donovan,STL,91,350,51,103,8,36,3,35,54,0.294,0.367,0.426,0.793,0.347,125,0.326,0.131,0.136,0.08800000000000001
Jake Meyers,HOU,89,289,47,89,3,21,14,27,58,0.308,0.369,0.405,0.774,0.342,120,0.374,0.097,0.18,0.084
Nico Hoerner,CHC,94,357,52,102,3,40,16,21,29,0.286,0.334,0.378,0.712,0.315,103,0.303,0.092,0.075,0.054000000000000006
Brent Rooker,ATH,100,388,63,109,21,56,3,44,93,0.281,0.357,0.518,0.875,0.375,139,0.321,0.237,0.214,0.10099999999999999
Matt Chapman,SFG,75,269,42,62,12,31,7,42,76,0.23,0.341,0.413,0.753,0.334,117,0.276,0.182,0.242,0.134
Xander Bogaerts,SDP,96,340,40,90,5,31,16,41,63,0.265,0.341,0.368,0.709,0.312,104,0.307,0.103,0.162,0.106
Junior Caminero,TBR,93,366,57,94,25,64,5,21,78,0.257,0.295,0.516,0.812,0.343,121,0.257,0.26,0.198,0.053
Brandon Nimmo,NYM,95,355,49,93,18,53,11,31,75,0.262,0.327,0.465,0.791,0.342,124,0.284,0.203,0.191,0.079
Seiya Suzuki,CHC,94,377,54,99,26,80,2,33,109,0.263,0.318,0.549,0.867,0.365,138,0.296,0.286,0.263,0.08
Max Muncy,LAD,81,256,39,64,13,55,4,51,69,0.25,0.375,0.457,0.832,0.362,135,0.285,0.207,0.21899999999999997,0.162
Ryan O'Hearn,BAL,84,280,38,79,11,35,3,40,55,0.282,0.379,0.45,0.829,0.362,135,0.315,0.168,0.168,0.122
Gleyber Torres,DET,86,305,51,84,9,45,4,53,48,0.275,0.384,0.416,0.801,0.355,130,0.296,0.141,0.131,0.14400000000000002
Steven Kwan,CLE,92,361,43,103,6,32,11,33,34,0.285,0.345,0.396,0.741,0.325,109,0.297,0.111,0.084,0.08199999999999999
Ernie Clement,TOR,96,320,45,91,4,26,3,20,35,0.284,0.325,0.381,0.706,0.309,97,0.305,0.097,0.1,0.057
Bryce Harper,PHI,70,261,42,71,13,41,9,44,62,0.272,0.383,0.498,0.881,0.38,144,0.309,0.226,0.19899999999999998,0.141
Jonathan Aranda,TBR,93,323,48,102,11,50,0,34,89,0.316,0.392,0.48,0.872,0.379,146,0.404,0.164,0.243,0.09300000000000001
Hunter Goodman,COL,86,326,48,92,18,55,1,20,92,0.282,0.329,0.528,0.856,0.366,123,0.341,0.245,0.263,0.057
Trent Grisham,NYY,81,275,46,70,17,38,0,43,70,0.255,0.357,0.476,0.834,0.364,136,0.282,0.222,0.21899999999999997,0.135
Zach Neto,LAA,79,314,62,88,15,34,17,17,89,0.28,0.328,0.49,0.819,0.351,125,0.346,0.21,0.263,0.05
TJ Friedl,CIN,95,359,57,97,9,33,10,46,68,0.27,0.366,0.398,0.764,0.341,114,0.309,0.128,0.162,0.109
Jackson Chourio,MIL,97,410,65,109,16,62,16,18,89,0.266,0.298,0.459,0.756,0.324,109,0.302,0.193,0.20600000000000002,0.042
Otto Lopez,MIA,81,305,42,76,11,52,10,29,46,0.249,0.318,0.393,0.711,0.311,97,0.261,0.144,0.136,0.086
Austin Riley,ATL,93,379,51,104,14,48,2,25,113,0.274,0.324,0.441,0.764,0.332,112,0.356,0.166,0.27699999999999997,0.061
Lawrence Butler,ATH,95,371,55,92,13,40,16,41,112,0.248,0.323,0.429,0.751,0.328,107,0.321,0.181,0.272,0.1
Dansby Swanson,CHC,97,374,56,93,16,47,7,29,106,0.249,0.3,0.422,0.722,0.312,101,0.301,0.174,0.26,0.071
George Springer,TOR,92,308,53,85,16,53,12,45,70,0.276,0.368,0.49,0.858,0.37,139,0.305,0.214,0.192,0.12300000000000001
Freddie Freeman,LAD,86,323,47,95,10,49,1,35,82,0.294,0.365,0.474,0.839,0.36,133,0.363,0.18,0.225,0.096
Yandy Diaz,TBR,93,374,47,109,15,57,3,32,55,0.291,0.349,0.465,0.814,0.35,126,0.305,0.174,0.133,0.077
Vladimir Guerrero Jr.,TOR,96,357,59,98,12,46,5,57,59,0.275,0.382,0.429,0.81,0.354,128,0.299,0.154,0.14,0.135
Bo Bichette,TOR,95,400,45,112,12,53,4,23,70,0.28,0.322,0.438,0.76,0.328,110,0.313,0.158,0.16399999999999998,0.054000000000000006
Wyatt Langford,TEX,78,299,42,71,15,38,15,34,92,0.237,0.317,0.425,0.741,0.322,107,0.287,0.187,0.272,0.10099999999999999
Oneil Cruz,PIT,87,315,49,68,16,38,30,47,118,0.216,0.321,0.419,0.74,0.321,103,0.283,0.203,0.321,0.128
Rafael Devers,- - -,100,369,55,94,17,68,1,73,112,0.255,0.381,0.458,0.839,0.362,131,0.316,0.203,0.248,0.162
Spencer Torkelson,DET,93,332,55,78,21,59,1,45,94,0.235,0.338,0.485,0.823,0.35,126,0.257,0.25,0.24,0.115
Willson Contreras,STL,93,342,46,86,12,55,4,32,97,0.251,0.338,0.424,0.762,0.335,117,0.315,0.173,0.248,0.08199999999999999
Josh Smith,TEX,86,309,46,84,8,24,9,33,57,0.272,0.349,0.408,0.756,0.332,114,0.31,0.136,0.163,0.095
Brice Turang,MIL,95,356,59,98,6,39,18,40,85,0.275,0.347,0.365,0.712,0.317,104,0.342,0.09,0.21100000000000002,0.1
Willy Adames,SFG,98,361,55,81,14,50,4,45,110,0.224,0.309,0.391,0.7,0.306,98,0.276,0.166,0.265,0.10800000000000001
William Contreras,MIL,92,341,49,83,6,39,5,56,75,0.243,0.348,0.346,0.694,0.31,99,0.293,0.103,0.188,0.14
Marcus Semien,TEX,98,359,48,84,12,49,7,41,77,0.234,0.313,0.37,0.683,0.302,93,0.261,0.136,0.188,0.1
Victor Scott II,STL,92,288,41,67,5,33,24,27,88,0.233,0.314,0.326,0.64,0.289,85,0.315,0.094,0.267,0.08199999999999999
Taylor Ward,LAA,96,369,55,84,23,69,2,39,111,0.228,0.3,0.485,0.786,0.334,113,0.253,0.257,0.267,0.094
Ben Rice,NYY,80,268,44,64,14,31,3,28,63,0.239,0.33,0.474,0.804,0.348,125,0.26,0.235,0.205,0.091
Jose Altuve,HOU,95,366,52,102,17,53,6,34,66,0.279,0.337,0.464,0.802,0.343,121,0.295,0.186,0.163,0.084
Jarren Duran,BOS,99,402,53,104,8,50,16,32,105,0.259,0.321,0.43,0.752,0.326,104,0.33,0.172,0.237,0.07200000000000001
Cam Smith,HOU,84,302,39,82,7,40,5,27,92,0.272,0.339,0.407,0.747,0.329,112,0.369,0.136,0.276,0.081
Jung Hoo Lee,SFG,94,352,49,87,6,40,6,32,44,0.247,0.314,0.398,0.712,0.311,101,0.265,0.151,0.11199999999999999,0.08199999999999999
Mookie Betts,LAD,90,353,56,85,11,45,6,36,44,0.241,0.311,0.377,0.688,0.302,93,0.245,0.136,0.111,0.091
Jo Adell,LAA,91,300,38,74,21,57,3,23,79,0.247,0.318,0.5,0.818,0.352,126,0.264,0.253,0.237,0.069
Josh Naylor,ARI,89,333,48,97,11,58,11,36,47,0.291,0.36,0.453,0.813,0.351,125,0.308,0.162,0.125,0.095
Nolan Schanuel,LAA,94,351,47,96,8,40,4,44,47,0.274,0.362,0.396,0.758,0.334,113,0.295,0.123,0.11599999999999999,0.10800000000000001
Mike Yastrzemski,SFG,89,294,36,72,8,28,6,43,79,0.245,0.342,0.381,0.723,0.318,106,0.308,0.136,0.23199999999999998,0.126
Xavier Edwards,MIA,81,327,43,95,1,24,16,33,52,0.291,0.355,0.361,0.716,0.318,102,0.341,0.07,0.142,0.09
Alec Bohm,PHI,92,353,39,98,8,42,2,22,62,0.278,0.324,0.391,0.715,0.313,98,0.314,0.113,0.162,0.057
Trevor Story,BOS,96,370,50,93,15,58,16,18,109,0.251,0.292,0.408,0.7,0.305,89,0.317,0.157,0.278,0.046
Mike Trout,LAA,72,253,37,61,17,42,2,48,86,0.241,0.364,0.474,0.838,0.355,128,0.286,0.233,0.27899999999999997,0.156
Alec Burleson,STL,87,297,32,87,12,44,4,22,42,0.293,0.339,0.471,0.81,0.349,126,0.305,0.178,0.13,0.068
Brandon Lowe,TBR,86,323,55,87,19,50,3,24,89,0.269,0.32,0.48,0.8,0.344,121,0.313,0.211,0.254,0.069
Tyler Soderstrom,ATH,99,357,50,92,18,56,6,37,93,0.258,0.334,0.454,0.788,0.342,117,0.298,0.196,0.23199999999999998,0.092
Paul Goldschmidt,NYY,92,339,56,98,8,36,5,28,63,0.289,0.346,0.434,0.78,0.336,117,0.335,0.145,0.16899999999999998,0.075
J.T. Realmuto,PHI,81,307,36,83,5,32,5,23,79,0.27,0.325,0.384,0.71,0.312,98,0.35,0.114,0.23800000000000002,0.069
Christian Yelich,MIL,93,352,49,91,19,65,14,37,105,0.259,0.337,0.452,0.788,0.342,121,0.314,0.193,0.266,0.094
Jordan Beck,COL,86,320,44,86,11,33,11,23,98,0.269,0.323,0.459,0.782,0.338,104,0.354,0.191,0.282,0.066
Rhys Hoskins,MIL,82,269,30,65,12,42,2,38,85,0.242,0.34,0.428,0.767,0.333,115,0.298,0.186,0.267,0.11900000000000001
Heliot Ramos,SFG,97,373,50,99,14,48,5,32,101,0.265,0.337,0.429,0.766,0.333,117,0.323,0.164,0.24,0.076
Lars Nootbaar,STL,88,331,50,75,12,37,4,48,83,0.227,0.332,0.381,0.712,0.316,104,0.265,0.154,0.215,0.124
Carlos Correa,MIN,85,308,36,82,7,31,0,21,64,0.266,0.312,0.393,0.705,0.309,97,0.315,0.127,0.19399999999999998,0.064
Ryan McMahon,COL,96,337,39,72,15,32,2,46,123,0.214,0.309,0.392,0.701,0.309,84,0.285,0.178,0.319,0.11900000000000001
Nolan Arenado,STL,86,324,39,79,10,42,1,25,34,0.244,0.302,0.386,0.688,0.298,91,0.245,0.142,0.096,0.071
Matt McLain,CIN,89,323,47,69,11,35,13,36,98,0.214,0.301,0.35,0.651,0.292,81,0.27,0.136,0.268,0.098
Gavin Sheets,SDP,94,324,36,84,14,50,1,28,71,0.259,0.319,0.441,0.761,0.329,115,0.289,0.182,0.19899999999999998,0.078
Jackson Holliday,BAL,90,357,40,92,12,38,9,20,94,0.258,0.306,0.409,0.715,0.313,101,0.319,0.151,0.24600000000000002,0.052000000000000005
Ian Happ,CHC,88,355,55,81,13,47,4,51,93,0.228,0.324,0.383,0.707,0.314,103,0.27,0.155,0.22699999999999998,0.124
Marcell Ozuna,ATL,91,319,37,76,13,42,0,64,88,0.238,0.365,0.395,0.76,0.338,117,0.284,0.157,0.226,0.16399999999999998
Jasson Dominguez,NYY,81,275,43,72,8,34,14,33,91,0.262,0.339,0.411,0.75,0.329,112,0.356,0.149,0.29100000000000004,0.105
Lenyn Sosa,CHW,83,296,29,81,9,34,2,9,72,0.274,0.3,0.422,0.722,0.313,99,0.335,0.149,0.23399999999999999,0.028999999999999998
Anthony Volpe,NYY,97,348,42,75,12,53,10,35,94,0.216,0.288,0.399,0.688,0.299,91,0.254,0.184,0.239,0.08900000000000001
Carlos Santana,CLE,91,316,43,72,11,42,6,45,69,0.228,0.326,0.354,0.681,0.305,95,0.254,0.127,0.188,0.122
Adolis Garcia,TEX,94,349,35,81,13,56,10,20,94,0.232,0.276,0.398,0.675,0.291,86,0.273,0.166,0.247,0.053
Ke'Bryan Hayes,PIT,91,334,31,79,2,33,10,18,75,0.237,0.284,0.293,0.577,0.258,60,0.3,0.057,0.21,0.05
Cedric Mullins,BAL,81,280,38,61,13,42,14,32,76,0.218,0.301,0.407,0.708,0.31,99,0.249,0.189,0.24,0.10099999999999999
Bryson Stott,PHI,87,314,38,73,6,38,14,31,59,0.232,0.302,0.331,0.633,0.283,78,0.267,0.099,0.16899999999999998,0.08900000000000001
Vinnie Pasquantino,KCR,98,378,37,101,15,56,1,29,71,0.267,0.327,0.429,0.755,0.328,106,0.294,0.161,0.172,0.07
Ozzie Albies,ATL,97,371,41,83,9,38,8,34,64,0.224,0.294,0.334,0.628,0.28,77,0.246,0.111,0.155,0.083
Lourdes Gurriel Jr.,ARI,92,363,35,90,12,47,7,22,55,0.248,0.294,0.413,0.708,0.306,94,0.259,0.165,0.14,0.055999999999999994
Miguel Vargas,CHW,95,347,47,76,10,35,4,36,67,0.219,0.3,0.386,0.686,0.302,92,0.243,0.167,0.172,0.092
Luis Robert Jr.,CHW,81,274,34,55,10,38,24,34,93,0.201,0.289,0.343,0.632,0.279,76,0.26,0.142,0.295,0.10800000000000001
Joey Ortiz,MIL,95,299,38,64,7,30,9,20,52,0.214,0.27,0.314,0.585,0.261,66,0.238,0.1,0.159,0.061
Salvador Perez,KCR,94,363,28,90,14,55,0,18,77,0.248,0.292,0.433,0.724,0.311,95,0.278,0.185,0.198,0.046
Spencer Steer,CIN,91,331,40,83,11,39,6,25,85,0.251,0.308,0.402,0.71,0.311,94,0.305,0.151,0.23600000000000002,0.069
Ty France,MIN,93,326,37,81,6,42,1,15,57,0.248,0.311,0.353,0.664,0.297,88,0.284,0.104,0.16,0.042
Teoscar Hernandez,LAD,79,300,42,76,14,58,5,15,77,0.253,0.289,0.457,0.746,0.32,105,0.294,0.203,0.24100000000000002,0.047
Kyle Manzardo,CLE,83,271,27,58,15,37,1,28,76,0.214,0.289,0.435,0.725,0.312,100,0.235,0.221,0.25,0.092
Agustin Ramirez,MIA,73,290,41,70,14,42,1,19,59,0.241,0.287,0.462,0.749,0.32,103,0.257,0.221,0.19,0.061
Gavin Lux,CIN,85,276,30,73,4,37,1,38,76,0.264,0.354,0.377,0.73,0.327,105,0.352,0.112,0.242,0.121
Andrew McCutchen,PIT,87,310,31,79,8,31,1,37,75,0.255,0.335,0.377,0.713,0.316,99,0.309,0.123,0.212,0.105
Luis Garcia Jr.,WSN,87,308,41,79,7,43,8,19,48,0.256,0.299,0.39,0.688,0.299,91,0.278,0.133,0.14300000000000002,0.057
Max Kepler,PHI,86,276,35,57,10,31,0,36,64,0.207,0.303,0.366,0.669,0.297,87,0.23,0.159,0.20199999999999999,0.114
Trevor Larnach,MIN,92,334,46,82,13,42,2,31,82,0.246,0.313,0.413,0.726,0.316,102,0.285,0.168,0.22,0.083
Wilmer Flores,SFG,89,315,33,76,11,55,1,29,62,0.241,0.316,0.371,0.688,0.306,98,0.267,0.13,0.177,0.083
Luis Arraez,SDP,92,372,40,106,5,36,4,19,11,0.285,0.321,0.392,0.713,0.312,103,0.281,0.108,0.027000000000000003,0.047
Yainer Diaz,HOU,86,331,34,80,13,38,1,14,63,0.242,0.275,0.399,0.674,0.291,85,0.261,0.157,0.18100000000000002,0.04
Christian Walker,HOU,92,353,37,81,12,49,1,25,106,0.229,0.289,0.371,0.661,0.291,85,0.29,0.142,0.27399999999999997,0.065
Nick Castellanos,PHI,97,370,43,101,12,52,3,22,81,0.273,0.316,0.435,0.751,0.325,106,0.317,0.162,0.203,0.055
Brooks Lee,MIN,81,287,24,72,8,36,1,13,59,0.251,0.285,0.369,0.655,0.286,81,0.287,0.118,0.193,0.043
Nathaniel Lowe,WSN,98,372,45,86,15,62,1,34,112,0.231,0.296,0.401,0.696,0.304,94,0.287,0.169,0.27399999999999997,0.083
Michael Harris II,ATL,95,355,23,75,7,46,12,11,79,0.211,0.236,0.324,0.56,0.242,50,0.248,0.113,0.21,0.028999999999999998
Jorge Soler,LAA,79,270,30,57,11,33,0,27,92,0.211,0.289,0.378,0.667,0.294,85,0.271,0.167,0.302,0.08900000000000001
Jonathan India,KCR,91,351,41,86,4,24,0,35,66,0.245,0.324,0.339,0.663,0.298,86,0.29,0.094,0.16699999999999998,0.08800000000000001
Michael Conforto,LAD,85,266,36,49,8,23,1,35,74,0.184,0.297,0.32,0.616,0.281,79,0.222,0.135,0.239,0.113
Josh Bell,WSN,86,295,29,65,11,36,0,34,58,0.22,0.308,0.369,0.678,0.301,92,0.238,0.149,0.174,0.102
Bryan Reynolds,PIT,93,363,35,84,10,46,3,30,108,0.231,0.291,0.377,0.669,0.292,83,0.298,0.146,0.271,0.075
Eric Wagaman,MIA,88,326,33,78,5,33,3,22,68,0.239,0.284,0.353,0.637,0.279,75,0.284,0.113,0.193,0.063
Luis Rengifo,LAA,91,321,30,75,4,22,2,17,63,0.234,0.273,0.315,0.587,0.26,62,0.277,0.081,0.184,0.05
Brenton Doyle,COL,84,312,34,64,7,30,10,22,88,0.205,0.256,0.324,0.58,0.256,47,0.26,0.119,0.262,0.065
Michael Toglia,COL,80,283,20,57,10,31,3,27,119,0.201,0.272,0.367,0.639,0.278,62,0.301,0.166,0.38,0.086
