Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Willy Adames,SFG,0.222,20,63,0.31,0.397,6,0.309,100,0.268,0.175,0.263,0.111
Brent Rooker,ATH,0.269,25,73,0.342,0.491,5,0.357,127,0.311,0.222,0.22,0.092
Ben Rice,NYY,0.243,20,47,0.338,0.489,3,0.356,130,0.259,0.246,0.198,0.105
Gleyber Torres,DET,0.26,13,59,0.359,0.397,4,0.336,115,0.282,0.137,0.147,0.131
Xavier Edwards,MIA,0.302,2,34,0.36,0.377,23,0.326,106,0.348,0.075,0.133,0.08199999999999999
Trevor Story,BOS,0.259,19,79,0.305,0.423,22,0.316,97,0.333,0.163,0.28300000000000003,0.053
J.P. Crawford,SEA,0.265,9,44,0.358,0.365,7,0.325,114,0.322,0.1,0.18899999999999997,0.12
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,143,0.409,0.162,0.249,0.098
Trent Grisham,NYY,0.246,23,48,0.349,0.458,1,0.353,128,0.266,0.212,0.21,0.132
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
TJ Friedl,CIN,0.267,10,40,0.367,0.382,11,0.335,110,0.308,0.115,0.16399999999999998,0.11199999999999999
Jung Hoo Lee,SFG,0.262,7,47,0.325,0.415,10,0.322,109,0.283,0.153,0.10800000000000001,0.079
Dansby Swanson,CHC,0.247,18,57,0.295,0.406,10,0.303,95,0.308,0.159,0.271,0.066
Michael Busch,CHC,0.26,24,73,0.341,0.494,4,0.359,134,0.303,0.234,0.24600000000000002,0.091
Spencer Torkelson,DET,0.241,26,68,0.335,0.473,2,0.345,122,0.274,0.232,0.247,0.109
J.T. Realmuto,PHI,0.278,9,43,0.332,0.409,7,0.324,105,0.349,0.13,0.22699999999999998,0.065
Christian Yelich,MIL,0.262,26,87,0.344,0.462,15,0.348,125,0.322,0.2,0.271,0.102
Bryson Stott,PHI,0.247,8,51,0.321,0.367,21,0.305,92,0.286,0.12,0.172,0.098
Marcus Semien,TEX,0.23,15,62,0.305,0.364,11,0.295,88,0.251,0.134,0.174,0.094
Seiya Suzuki,CHC,0.245,27,86,0.318,0.485,4,0.343,122,0.283,0.241,0.258,0.10099999999999999
Jose Altuve,HOU,0.274,22,64,0.338,0.455,9,0.34,118,0.29,0.181,0.163,0.08900000000000001
Mike Yastrzemski,- - -,0.229,13,36,0.33,0.387,6,0.315,103,0.271,0.157,0.21899999999999997,0.13
Otto Lopez,MIA,0.24,11,58,0.309,0.361,11,0.296,86,0.26,0.121,0.14,0.086
Victor Scott II,STL,0.223,5,35,0.311,0.312,31,0.283,81,0.296,0.089,0.24600000000000002,0.092
Yandy Diaz,TBR,0.281,21,73,0.341,0.463,3,0.346,121,0.297,0.181,0.151,0.075
Josh Naylor,- - -,0.282,15,69,0.346,0.443,22,0.341,119,0.304,0.162,0.14400000000000002,0.087
Ryan Jeffers,MIN,0.262,9,42,0.352,0.403,0,0.334,114,0.318,0.141,0.203,0.10400000000000001
Carlos Correa,- - -,0.279,9,41,0.331,0.4,0,0.321,105,0.328,0.12,0.18100000000000002,0.073
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Mookie Betts,LAD,0.246,13,57,0.317,0.372,8,0.302,93,0.251,0.126,0.106,0.09300000000000001
Mike Trout,LAA,0.241,20,52,0.373,0.448,2,0.352,126,0.312,0.207,0.298,0.166
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,103,0.337,0.168,0.28600000000000003,0.06
Josh Smith,TEX,0.259,9,32,0.335,0.386,9,0.318,104,0.299,0.127,0.16699999999999998,0.08900000000000001
Lawrence Butler,ATH,0.231,17,51,0.301,0.409,17,0.31,95,0.3,0.179,0.287,0.092
Ryan McMahon,- - -,0.219,17,43,0.318,0.39,2,0.312,88,0.296,0.171,0.315,0.124
Marcell Ozuna,ATL,0.235,20,60,0.366,0.42,0,0.347,122,0.267,0.185,0.222,0.168
Lenyn Sosa,CHW,0.271,17,55,0.299,0.444,2,0.32,104,0.312,0.173,0.22,0.033
Lars Nootbaar,STL,0.244,13,44,0.335,0.395,4,0.321,107,0.291,0.151,0.21899999999999997,0.11199999999999999
Brandon Lowe,TBR,0.269,24,62,0.321,0.485,3,0.345,121,0.307,0.216,0.249,0.07
Jordan Beck,COL,0.278,14,44,0.34,0.456,14,0.345,108,0.368,0.178,0.27699999999999997,0.078
Alec Burleson,STL,0.285,15,59,0.337,0.449,5,0.34,120,0.302,0.163,0.135,0.073
Nolan Schanuel,LAA,0.269,10,49,0.357,0.387,5,0.329,109,0.294,0.118,0.125,0.106
Alec Bohm,PHI,0.279,9,45,0.328,0.398,2,0.318,101,0.314,0.119,0.162,0.06
Michael Harris II,ATL,0.257,16,68,0.277,0.427,14,0.3,90,0.289,0.169,0.193,0.026000000000000002
Joey Ortiz,MIL,0.233,7,43,0.284,0.328,11,0.272,73,0.261,0.095,0.145,0.06
Ke'Bryan Hayes,- - -,0.24,4,41,0.285,0.315,10,0.266,65,0.295,0.075,0.195,0.048
Vinnie Pasquantino,KCR,0.261,26,87,0.323,0.469,1,0.339,114,0.269,0.208,0.163,0.073
Paul Goldschmidt,NYY,0.282,10,42,0.336,0.427,5,0.329,111,0.332,0.146,0.187,0.071
Ian Happ,CHC,0.23,16,56,0.329,0.386,5,0.316,104,0.272,0.156,0.223,0.129
Kyle Manzardo,CLE,0.233,21,55,0.318,0.466,1,0.336,116,0.261,0.233,0.256,0.1
Jo Adell,LAA,0.232,28,78,0.297,0.479,3,0.333,112,0.254,0.247,0.262,0.062
Gavin Sheets,SDP,0.255,17,58,0.317,0.443,2,0.328,114,0.28,0.188,0.195,0.077
Jorge Polanco,SEA,0.242,18,54,0.307,0.435,5,0.321,111,0.246,0.192,0.16,0.08
Cedric Mullins,- - -,0.225,16,53,0.302,0.413,17,0.311,99,0.263,0.188,0.244,0.095
Luis Robert Jr.,CHW,0.22,13,52,0.298,0.36,31,0.289,82,0.275,0.14,0.266,0.09699999999999999
Heliot Ramos,SFG,0.263,15,53,0.336,0.403,6,0.324,110,0.324,0.141,0.235,0.078
Anthony Volpe,NYY,0.211,18,65,0.277,0.406,15,0.295,88,0.241,0.195,0.239,0.08
Salvador Perez,KCR,0.247,22,71,0.293,0.449,0,0.317,98,0.27,0.202,0.2,0.046
Jesus Sanchez,- - -,0.249,10,38,0.31,0.4,9,0.309,96,0.295,0.151,0.207,0.079
Miguel Vargas,CHW,0.231,13,46,0.307,0.396,4,0.308,96,0.255,0.165,0.171,0.091
Ty France,- - -,0.258,6,46,0.327,0.365,1,0.309,96,0.301,0.106,0.162,0.046
Jackson Holliday,BAL,0.247,15,48,0.305,0.387,11,0.304,94,0.297,0.14,0.226,0.066
Cam Smith,HOU,0.246,7,48,0.315,0.363,5,0.301,91,0.338,0.117,0.282,0.08
Matt McLain,CIN,0.221,11,40,0.3,0.333,16,0.283,74,0.289,0.112,0.275,0.092
Ozzie Albies,ATL,0.229,10,50,0.301,0.33,12,0.282,78,0.256,0.101,0.156,0.087
Luis Arraez,SDP,0.289,6,47,0.324,0.396,8,0.314,104,0.286,0.106,0.027999999999999997,0.048
Lourdes Gurriel Jr.,ARI,0.249,17,71,0.298,0.418,10,0.309,96,0.257,0.169,0.141,0.057999999999999996
Teoscar Hernandez,LAD,0.254,21,76,0.285,0.472,5,0.322,106,0.291,0.219,0.251,0.043
Jasson Dominguez,NYY,0.257,9,40,0.33,0.386,21,0.315,102,0.342,0.129,0.27399999999999997,0.096
Yainer Diaz,HOU,0.254,18,55,0.283,0.419,1,0.301,91,0.27,0.165,0.17,0.037000000000000005
Spencer Steer,CIN,0.238,15,59,0.305,0.394,6,0.307,90,0.28,0.157,0.223,0.08199999999999999
Christian Walker,HOU,0.235,17,67,0.302,0.396,1,0.305,94,0.291,0.161,0.263,0.073
Brooks Lee,MIN,0.249,13,53,0.294,0.394,2,0.3,90,0.275,0.145,0.18,0.055
Brenton Doyle,COL,0.244,13,49,0.289,0.394,12,0.297,75,0.297,0.15,0.24600000000000002,0.061
Carlos Santana,CLE,0.226,11,52,0.319,0.334,7,0.294,87,0.257,0.108,0.183,0.11599999999999999
Gavin Lux,CIN,0.28,5,48,0.358,0.387,1,0.331,107,0.367,0.106,0.233,0.10800000000000001
Bryan Reynolds,PIT,0.245,13,62,0.304,0.402,3,0.307,93,0.318,0.156,0.26899999999999996,0.07400000000000001
Luis Garcia Jr.,WSN,0.26,9,51,0.3,0.397,10,0.302,92,0.283,0.137,0.145,0.055
Adolis Garcia,TEX,0.224,16,64,0.266,0.388,10,0.282,79,0.267,0.164,0.258,0.051
Agustin Ramirez,MIA,0.236,18,56,0.29,0.44,9,0.314,98,0.254,0.204,0.19,0.059000000000000004
Luis Rengifo,LAA,0.249,7,33,0.297,0.35,5,0.285,79,0.294,0.101,0.187,0.059000000000000004
Trevor Larnach,MIN,0.244,16,50,0.317,0.412,2,0.318,102,0.281,0.168,0.215,0.09
Josh Bell,WSN,0.229,16,45,0.323,0.395,0,0.317,102,0.244,0.165,0.172,0.11199999999999999
Wilmer Flores,SFG,0.247,13,63,0.314,0.38,1,0.306,98,0.274,0.133,0.185,0.077
Jonathan India,KCR,0.236,8,41,0.327,0.35,0,0.304,90,0.277,0.114,0.175,0.095
Andrew McCutchen,PIT,0.238,11,41,0.328,0.368,1,0.309,95,0.288,0.131,0.22,0.11599999999999999
Eric Wagaman,MIA,0.234,8,41,0.283,0.365,3,0.283,77,0.277,0.131,0.20199999999999999,0.064
Nathaniel Lowe,- - -,0.217,17,72,0.293,0.379,1,0.296,87,0.263,0.163,0.259,0.098
Nick Castellanos,PHI,0.253,16,61,0.291,0.411,4,0.304,91,0.293,0.157,0.214,0.048
