Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Riley Greene,DET,0.264,29,92,0.315,0.505,1,0.349,124,0.338,0.241,0.317,0.068
Wilyer Abreu,BOS,0.253,22,69,0.325,0.486,6,0.343,116,0.279,0.233,0.235,0.099
Zach McKinstry,DET,0.259,10,40,0.337,0.438,19,0.335,115,0.319,0.178,0.22399999999999998,0.098
Brandon Nimmo,NYM,0.255,20,68,0.326,0.437,12,0.331,116,0.292,0.182,0.21600000000000003,0.084
Steven Kwan,CLE,0.278,10,40,0.338,0.392,14,0.32,105,0.287,0.114,0.087,0.081
Bryce Harper,PHI,0.263,21,59,0.356,0.507,10,0.368,136,0.292,0.244,0.21100000000000002,0.11800000000000001
Freddie Freeman,LAD,0.302,15,70,0.374,0.488,4,0.369,139,0.368,0.186,0.222,0.1
Ryan O'Hearn,- - -,0.277,15,51,0.37,0.46,3,0.359,132,0.311,0.183,0.184,0.11800000000000001
Wyatt Langford,TEX,0.241,17,50,0.327,0.415,16,0.323,107,0.305,0.175,0.278,0.109
Brent Rooker,ATH,0.273,25,72,0.346,0.497,5,0.361,130,0.315,0.224,0.221,0.094
Hunter Goodman,COL,0.272,25,69,0.321,0.522,1,0.359,118,0.32,0.25,0.261,0.06
Xavier Edwards,MIA,0.304,2,34,0.361,0.38,23,0.327,108,0.351,0.076,0.132,0.081
Ernie Clement,TOR,0.279,9,40,0.313,0.404,3,0.31,98,0.298,0.125,0.113,0.044000000000000004
Rafael Devers,- - -,0.255,24,82,0.376,0.466,1,0.363,133,0.318,0.211,0.26,0.154
Jacob Wilson,ATH,0.312,10,45,0.354,0.439,5,0.346,119,0.319,0.127,0.078,0.053
Gleyber Torres,DET,0.262,13,59,0.36,0.4,4,0.337,116,0.284,0.138,0.146,0.13
Trevor Story,BOS,0.259,19,79,0.302,0.423,22,0.315,96,0.331,0.164,0.282,0.049
J.P. Crawford,SEA,0.266,9,44,0.358,0.367,7,0.325,114,0.322,0.1,0.18600000000000003,0.11900000000000001
Willy Adames,SFG,0.222,19,62,0.308,0.392,6,0.306,98,0.271,0.17,0.266,0.107
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,143,0.409,0.162,0.249,0.098
Willson Contreras,STL,0.26,16,66,0.345,0.443,4,0.344,123,0.322,0.183,0.247,0.081
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
TJ Friedl,CIN,0.267,10,40,0.366,0.382,11,0.335,110,0.307,0.116,0.16399999999999998,0.111
J.T. Realmuto,PHI,0.278,9,43,0.331,0.41,7,0.324,105,0.351,0.132,0.23,0.063
Michael Busch,CHC,0.258,24,70,0.339,0.494,4,0.358,133,0.296,0.236,0.242,0.09
Spencer Torkelson,DET,0.241,26,67,0.335,0.473,2,0.346,122,0.274,0.232,0.249,0.11
Jung Hoo Lee,SFG,0.262,7,47,0.325,0.417,10,0.322,109,0.281,0.155,0.106,0.078
Dansby Swanson,CHC,0.249,18,57,0.294,0.409,10,0.304,96,0.311,0.16,0.272,0.063
Ben Rice,NYY,0.239,19,46,0.335,0.476,3,0.35,126,0.257,0.236,0.20199999999999999,0.105
Christian Yelich,MIL,0.265,26,87,0.344,0.467,15,0.35,126,0.325,0.202,0.271,0.098
Seiya Suzuki,CHC,0.247,27,86,0.32,0.491,3,0.345,124,0.285,0.245,0.259,0.10099999999999999
Trent Grisham,NYY,0.245,21,46,0.35,0.446,1,0.349,125,0.268,0.201,0.21,0.135
Jose Altuve,HOU,0.278,22,64,0.342,0.463,9,0.345,121,0.296,0.184,0.163,0.08800000000000001
Tyler Soderstrom,ATH,0.264,22,73,0.336,0.466,6,0.346,119,0.305,0.202,0.225,0.08900000000000001
Marcus Semien,TEX,0.226,15,61,0.303,0.362,11,0.294,87,0.246,0.136,0.174,0.095
Mike Yastrzemski,- - -,0.23,13,36,0.331,0.39,6,0.316,104,0.273,0.16,0.22,0.13
Bryson Stott,PHI,0.243,8,49,0.318,0.362,20,0.302,90,0.281,0.119,0.174,0.099
Otto Lopez,MIA,0.24,11,58,0.309,0.361,11,0.296,86,0.26,0.121,0.14,0.086
Victor Scott II,STL,0.223,5,35,0.311,0.312,31,0.283,81,0.296,0.089,0.24600000000000002,0.092
Yandy Diaz,TBR,0.282,20,71,0.342,0.46,3,0.345,121,0.297,0.178,0.145,0.076
Josh Naylor,- - -,0.283,15,69,0.348,0.445,22,0.342,120,0.306,0.162,0.145,0.087
Ryan McMahon,- - -,0.222,17,43,0.322,0.396,2,0.317,91,0.299,0.174,0.31,0.126
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Ryan Jeffers,MIN,0.265,9,42,0.351,0.407,0,0.335,114,0.32,0.142,0.203,0.1
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,103,0.337,0.168,0.28600000000000003,0.06
Carlos Correa,- - -,0.278,9,39,0.329,0.4,0,0.32,104,0.325,0.123,0.18100000000000002,0.07200000000000001
Lawrence Butler,ATH,0.232,17,48,0.304,0.411,17,0.312,96,0.303,0.179,0.289,0.09300000000000001
Mookie Betts,LAD,0.243,13,57,0.312,0.37,8,0.299,90,0.247,0.127,0.107,0.09
Mike Trout,LAA,0.238,20,52,0.372,0.448,2,0.352,125,0.307,0.209,0.299,0.16699999999999998
Josh Smith,TEX,0.259,9,30,0.336,0.388,9,0.319,105,0.299,0.129,0.168,0.091
Alec Burleson,STL,0.287,15,57,0.339,0.454,5,0.342,122,0.302,0.167,0.133,0.075
Marcell Ozuna,ATL,0.235,20,60,0.366,0.418,0,0.346,122,0.266,0.184,0.221,0.16899999999999998
Lenyn Sosa,CHW,0.273,17,55,0.301,0.447,2,0.322,105,0.313,0.174,0.21600000000000003,0.034
Alec Bohm,PHI,0.28,9,45,0.33,0.398,2,0.319,102,0.313,0.118,0.156,0.06
Michael Harris II,ATL,0.259,16,68,0.279,0.429,14,0.302,91,0.291,0.171,0.192,0.026000000000000002
Brandon Lowe,TBR,0.271,24,61,0.319,0.491,3,0.346,121,0.31,0.22,0.252,0.064
Nolan Schanuel,LAA,0.269,10,49,0.357,0.387,5,0.329,109,0.294,0.118,0.125,0.106
Joey Ortiz,MIL,0.233,7,43,0.285,0.329,11,0.273,74,0.262,0.096,0.147,0.061
Lars Nootbaar,STL,0.238,13,42,0.328,0.386,4,0.315,103,0.282,0.149,0.21899999999999997,0.109
Jordan Beck,COL,0.272,14,44,0.336,0.451,14,0.341,106,0.359,0.18,0.278,0.079
Ian Happ,CHC,0.231,16,56,0.328,0.389,5,0.317,105,0.273,0.158,0.225,0.127
Ke'Bryan Hayes,- - -,0.237,4,41,0.283,0.308,10,0.262,63,0.291,0.07,0.196,0.048
Kyle Manzardo,CLE,0.235,21,55,0.319,0.47,1,0.338,117,0.263,0.235,0.256,0.10099999999999999
Jo Adell,LAA,0.233,28,78,0.295,0.482,3,0.333,112,0.254,0.248,0.26,0.061
Paul Goldschmidt,NYY,0.279,10,41,0.333,0.426,5,0.327,110,0.33,0.147,0.18899999999999997,0.07
Heliot Ramos,SFG,0.265,15,53,0.339,0.406,6,0.326,112,0.327,0.141,0.23399999999999999,0.079
Cedric Mullins,- - -,0.221,16,53,0.298,0.413,17,0.309,97,0.257,0.191,0.24600000000000002,0.094
Anthony Volpe,NYY,0.214,18,65,0.282,0.413,15,0.3,91,0.245,0.199,0.237,0.081
Luis Robert Jr.,CHW,0.219,13,52,0.298,0.36,31,0.289,82,0.274,0.141,0.268,0.098
Vinnie Pasquantino,KCR,0.259,24,83,0.32,0.458,1,0.334,110,0.269,0.199,0.162,0.07
Gavin Sheets,SDP,0.254,15,54,0.318,0.43,2,0.324,111,0.283,0.176,0.193,0.078
Jorge Polanco,SEA,0.242,18,54,0.307,0.435,5,0.32,111,0.246,0.192,0.16,0.08
Miguel Vargas,CHW,0.233,13,46,0.31,0.4,4,0.311,98,0.258,0.167,0.17,0.091
Jackson Holliday,BAL,0.248,15,48,0.306,0.389,11,0.305,95,0.298,0.141,0.226,0.067
Ty France,- - -,0.26,6,46,0.327,0.366,1,0.309,97,0.303,0.107,0.16399999999999998,0.046
Cam Smith,HOU,0.249,7,48,0.318,0.366,5,0.303,93,0.341,0.118,0.28,0.081
Ozzie Albies,ATL,0.23,10,50,0.302,0.332,12,0.283,79,0.258,0.102,0.157,0.08800000000000001
Matt McLain,CIN,0.221,11,40,0.3,0.333,16,0.283,74,0.289,0.112,0.275,0.092
Salvador Perez,KCR,0.244,22,70,0.288,0.449,0,0.314,97,0.266,0.205,0.20199999999999999,0.042
Luis Arraez,SDP,0.29,6,47,0.325,0.398,8,0.315,105,0.287,0.108,0.027999999999999997,0.049
Jesus Sanchez,- - -,0.241,10,37,0.305,0.393,9,0.304,92,0.283,0.152,0.204,0.081
Nolan Arenado,STL,0.235,10,43,0.294,0.366,2,0.287,83,0.239,0.13,0.099,0.071
Isiah Kiner-Falefa,PIT,0.262,1,34,0.301,0.327,15,0.279,74,0.312,0.065,0.157,0.043
Spencer Steer,CIN,0.24,15,59,0.308,0.398,6,0.309,92,0.282,0.158,0.223,0.08199999999999999
Teoscar Hernandez,LAD,0.254,20,75,0.285,0.467,5,0.32,105,0.294,0.213,0.254,0.043
Jasson Dominguez,NYY,0.256,9,40,0.33,0.386,20,0.315,102,0.34,0.13,0.27399999999999997,0.09699999999999999
Luis Garcia Jr.,WSN,0.263,9,51,0.303,0.401,10,0.304,94,0.286,0.138,0.14400000000000002,0.055
Gavin Lux,CIN,0.28,5,48,0.358,0.387,1,0.331,107,0.367,0.106,0.233,0.10800000000000001
Lourdes Gurriel Jr.,ARI,0.247,16,69,0.296,0.41,10,0.305,93,0.255,0.164,0.138,0.057999999999999996
Christian Walker,HOU,0.235,16,65,0.303,0.39,1,0.303,93,0.293,0.155,0.263,0.07400000000000001
Yainer Diaz,HOU,0.252,17,53,0.28,0.413,1,0.297,88,0.269,0.161,0.171,0.036000000000000004
Adolis Garcia,TEX,0.224,16,64,0.266,0.388,10,0.282,79,0.267,0.164,0.258,0.051
Carlos Santana,CLE,0.226,11,52,0.319,0.334,7,0.294,87,0.257,0.108,0.183,0.11599999999999999
Brooks Lee,MIN,0.245,13,52,0.288,0.39,2,0.295,86,0.269,0.144,0.18100000000000002,0.051
Agustin Ramirez,MIA,0.238,18,56,0.289,0.443,7,0.314,99,0.256,0.205,0.19,0.06
Trevor Larnach,MIN,0.242,16,49,0.317,0.412,2,0.317,102,0.28,0.169,0.22,0.092
Bryan Reynolds,PIT,0.244,13,62,0.3,0.399,3,0.304,92,0.316,0.155,0.26899999999999996,0.07
Brenton Doyle,COL,0.238,12,44,0.285,0.381,12,0.29,71,0.294,0.142,0.251,0.063
Luis Rengifo,LAA,0.249,7,32,0.297,0.351,5,0.286,80,0.294,0.102,0.18899999999999997,0.06
Wilmer Flores,SFG,0.25,13,63,0.318,0.385,1,0.31,101,0.278,0.135,0.184,0.078
Josh Bell,WSN,0.228,15,43,0.324,0.387,0,0.315,101,0.246,0.159,0.171,0.113
Andrew McCutchen,PIT,0.238,11,41,0.328,0.368,1,0.309,95,0.288,0.131,0.22,0.11599999999999999
Jonathan India,KCR,0.237,8,41,0.324,0.352,0,0.303,89,0.277,0.115,0.174,0.091
Eric Wagaman,MIA,0.234,8,41,0.283,0.365,3,0.283,77,0.277,0.131,0.20199999999999999,0.064
Nathaniel Lowe,- - -,0.216,17,70,0.294,0.378,1,0.296,88,0.264,0.162,0.262,0.099
Nick Castellanos,PHI,0.253,16,61,0.291,0.411,4,0.304,91,0.293,0.157,0.214,0.048
