Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Will Smith,LAD,0.304,15,56,0.411,0.505,2,0.395,157,0.351,0.201,0.19399999999999998,0.149
Kyle Stowers,MIA,0.288,25,73,0.368,0.544,5,0.387,149,0.356,0.256,0.27399999999999997,0.105
Byron Buxton,MIN,0.273,25,61,0.335,0.544,18,0.369,138,0.318,0.271,0.27,0.079
Gunnar Henderson,BAL,0.281,15,57,0.353,0.47,16,0.353,128,0.341,0.189,0.22,0.094
Kyle Tucker,CHC,0.261,18,62,0.374,0.447,25,0.356,131,0.278,0.187,0.14400000000000002,0.14800000000000002
Elly De La Cruz,CIN,0.273,19,76,0.347,0.455,31,0.342,115,0.344,0.182,0.253,0.099
Vladimir Guerrero Jr.,TOR,0.298,21,69,0.396,0.498,5,0.385,149,0.319,0.2,0.141,0.13
Juan Soto,NYM,0.249,31,72,0.385,0.497,20,0.375,146,0.256,0.247,0.196,0.179
Cody Bellinger,NYY,0.272,24,75,0.325,0.498,11,0.35,126,0.268,0.226,0.131,0.075
Corey Seager,TEX,0.264,19,46,0.367,0.475,3,0.358,132,0.291,0.211,0.19399999999999998,0.129
Manny Machado,SDP,0.292,21,74,0.353,0.484,11,0.359,135,0.323,0.192,0.17600000000000002,0.085
Masyn Winn,STL,0.26,9,46,0.315,0.381,9,0.306,97,0.303,0.121,0.17800000000000002,0.065
Alejandro Kirk,TOR,0.293,10,56,0.352,0.412,1,0.333,114,0.306,0.119,0.105,0.085
Matt Olson,ATL,0.27,19,72,0.367,0.457,1,0.358,131,0.335,0.186,0.239,0.132
Jazz Chisholm Jr.,NYY,0.236,22,57,0.333,0.472,21,0.348,125,0.278,0.236,0.282,0.11699999999999999
Nico Hoerner,CHC,0.289,4,49,0.339,0.372,23,0.313,102,0.305,0.083,0.07200000000000001,0.06
Eugenio Suarez,- - -,0.237,39,97,0.305,0.542,3,0.357,130,0.248,0.305,0.282,0.062
Jarren Duran,BOS,0.261,12,69,0.336,0.451,20,0.34,114,0.331,0.19,0.23800000000000002,0.085
Sal Frelick,MIL,0.298,9,49,0.363,0.412,18,0.342,121,0.329,0.115,0.131,0.08
Shea Langeliers,ATH,0.268,28,60,0.314,0.553,5,0.364,132,0.261,0.285,0.185,0.067
Junior Caminero,TBR,0.255,35,85,0.297,0.521,5,0.345,121,0.253,0.266,0.207,0.057
Randy Arozarena,SEA,0.241,23,59,0.341,0.443,24,0.342,126,0.295,0.203,0.265,0.096
Andy Pages,LAD,0.272,20,70,0.318,0.451,12,0.332,113,0.309,0.179,0.209,0.052000000000000005
William Contreras,MIL,0.258,13,61,0.356,0.391,6,0.329,112,0.297,0.133,0.17800000000000002,0.131
Xander Bogaerts,SDP,0.264,10,43,0.333,0.392,19,0.317,106,0.299,0.129,0.161,0.09300000000000001
Ceddanne Rafaela,BOS,0.252,14,52,0.296,0.426,18,0.312,95,0.287,0.174,0.192,0.046
Pete Alonso,NYM,0.265,28,101,0.348,0.514,1,0.366,140,0.297,0.248,0.22699999999999998,0.09300000000000001
James Wood,WSN,0.256,25,80,0.354,0.474,15,0.354,128,0.337,0.218,0.302,0.127
CJ Abrams,WSN,0.267,16,50,0.329,0.457,26,0.339,118,0.297,0.189,0.172,0.061
George Springer,TOR,0.292,21,62,0.384,0.521,13,0.388,152,0.32,0.229,0.18600000000000003,0.121
Bo Bichette,TOR,0.298,16,82,0.34,0.465,4,0.347,123,0.329,0.167,0.149,0.057
Zach Neto,LAA,0.267,21,55,0.325,0.479,22,0.343,119,0.323,0.212,0.257,0.057
Brice Turang,MIL,0.284,13,62,0.348,0.421,21,0.336,117,0.347,0.138,0.22,0.092
Matt Chapman,SFG,0.229,16,44,0.337,0.423,7,0.335,118,0.274,0.194,0.248,0.129
Wyatt Langford,TEX,0.244,18,51,0.334,0.426,16,0.33,113,0.307,0.181,0.275,0.114
Ryan O'Hearn,- - -,0.28,16,53,0.374,0.47,3,0.364,136,0.312,0.19,0.182,0.11900000000000001
Taylor Ward,LAA,0.235,29,92,0.319,0.487,3,0.344,120,0.269,0.252,0.267,0.109
Jackson Chourio,MIL,0.276,17,67,0.311,0.474,18,0.335,116,0.315,0.198,0.201,0.047
Zach McKinstry,DET,0.259,10,40,0.337,0.438,19,0.335,115,0.319,0.178,0.22399999999999998,0.098
Bryce Harper,PHI,0.263,21,60,0.361,0.505,11,0.37,137,0.292,0.242,0.20800000000000002,0.12300000000000001
Freddie Freeman,LAD,0.302,15,70,0.375,0.487,4,0.369,139,0.368,0.185,0.221,0.099
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
Riley Greene,DET,0.263,29,92,0.317,0.503,1,0.349,125,0.336,0.24,0.315,0.071
Wilyer Abreu,BOS,0.253,22,69,0.325,0.486,6,0.343,116,0.279,0.233,0.235,0.099
Brandon Nimmo,NYM,0.254,20,68,0.325,0.436,12,0.331,115,0.291,0.182,0.215,0.084
Hunter Goodman,COL,0.276,25,72,0.325,0.525,1,0.362,120,0.325,0.249,0.258,0.06
Steven Kwan,CLE,0.277,10,40,0.336,0.39,14,0.319,104,0.286,0.113,0.086,0.081
Xavier Edwards,MIA,0.302,2,34,0.36,0.377,23,0.325,107,0.348,0.075,0.133,0.08199999999999999
Ernie Clement,TOR,0.279,9,40,0.313,0.404,3,0.31,98,0.298,0.125,0.113,0.044000000000000004
Rafael Devers,- - -,0.254,24,82,0.375,0.463,1,0.362,132,0.315,0.21,0.259,0.155
Brent Rooker,ATH,0.27,25,72,0.343,0.492,5,0.358,127,0.313,0.222,0.222,0.09300000000000001
Trent Grisham,NYY,0.249,23,48,0.353,0.464,1,0.357,131,0.27,0.214,0.21,0.134
Willson Contreras,STL,0.259,17,67,0.344,0.448,4,0.345,124,0.322,0.189,0.251,0.08
Gleyber Torres,DET,0.26,13,59,0.359,0.397,4,0.335,115,0.282,0.137,0.147,0.131
Trevor Story,BOS,0.259,19,79,0.302,0.423,22,0.315,97,0.331,0.164,0.282,0.049
J.P. Crawford,SEA,0.265,9,44,0.358,0.365,7,0.325,114,0.322,0.1,0.18899999999999997,0.12
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,144,0.409,0.162,0.249,0.098
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
TJ Friedl,CIN,0.267,10,40,0.367,0.382,11,0.335,110,0.308,0.115,0.16399999999999998,0.11199999999999999
J.T. Realmuto,PHI,0.278,9,43,0.332,0.409,7,0.324,105,0.349,0.13,0.22699999999999998,0.065
Dansby Swanson,CHC,0.248,18,57,0.295,0.408,10,0.303,95,0.31,0.159,0.273,0.065
Willy Adames,SFG,0.221,19,62,0.307,0.39,6,0.305,98,0.268,0.169,0.264,0.10800000000000001
Michael Busch,CHC,0.26,24,73,0.341,0.496,4,0.36,134,0.3,0.236,0.242,0.09
Tyler Soderstrom,ATH,0.267,23,74,0.341,0.476,6,0.352,123,0.307,0.209,0.22399999999999998,0.09300000000000001
Christian Yelich,MIL,0.264,26,87,0.345,0.465,15,0.35,126,0.323,0.201,0.26899999999999996,0.10099999999999999
Spencer Torkelson,DET,0.241,26,68,0.335,0.473,2,0.345,122,0.274,0.232,0.247,0.109
Jung Hoo Lee,SFG,0.262,7,47,0.324,0.415,10,0.321,109,0.282,0.154,0.109,0.078
Ben Rice,NYY,0.239,19,46,0.334,0.473,3,0.349,125,0.257,0.234,0.2,0.10400000000000001
Bryson Stott,PHI,0.247,8,51,0.321,0.367,21,0.305,92,0.286,0.12,0.172,0.098
Marcus Semien,TEX,0.23,15,62,0.306,0.365,11,0.296,89,0.251,0.134,0.17300000000000001,0.094
Seiya Suzuki,CHC,0.247,27,86,0.319,0.489,4,0.344,124,0.285,0.243,0.259,0.1
Jose Altuve,HOU,0.276,22,64,0.34,0.459,9,0.342,120,0.293,0.183,0.16399999999999998,0.08800000000000001
Mike Yastrzemski,- - -,0.23,13,36,0.329,0.388,6,0.314,103,0.272,0.158,0.22,0.128
Otto Lopez,MIA,0.24,11,58,0.309,0.361,11,0.296,86,0.26,0.121,0.14,0.086
Victor Scott II,STL,0.223,5,35,0.311,0.312,31,0.283,81,0.296,0.089,0.24600000000000002,0.092
Josh Naylor,- - -,0.282,15,69,0.346,0.443,22,0.341,119,0.304,0.162,0.14400000000000002,0.087
Ryan Jeffers,MIN,0.262,9,42,0.352,0.403,0,0.334,114,0.318,0.141,0.203,0.10400000000000001
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Mike Trout,LAA,0.241,20,52,0.373,0.448,2,0.352,126,0.312,0.207,0.298,0.166
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,103,0.337,0.168,0.28600000000000003,0.06
Carlos Correa,- - -,0.278,9,39,0.33,0.4,0,0.32,104,0.325,0.122,0.179,0.073
Josh Smith,TEX,0.259,9,30,0.336,0.388,9,0.319,105,0.3,0.128,0.16899999999999998,0.09
Ryan McMahon,- - -,0.221,17,43,0.32,0.393,2,0.315,90,0.299,0.173,0.314,0.125
Mookie Betts,LAD,0.243,13,57,0.312,0.37,8,0.299,91,0.247,0.127,0.107,0.09
Yandy Diaz,TBR,0.279,20,71,0.339,0.455,3,0.342,119,0.296,0.176,0.152,0.076
Lawrence Butler,ATH,0.231,17,48,0.302,0.41,17,0.311,95,0.301,0.179,0.287,0.09300000000000001
Marcell Ozuna,ATL,0.235,20,60,0.366,0.42,0,0.347,122,0.267,0.185,0.222,0.168
Lenyn Sosa,CHW,0.271,17,55,0.299,0.444,2,0.32,104,0.312,0.173,0.22,0.033
Alec Bohm,PHI,0.279,9,45,0.328,0.398,2,0.318,101,0.314,0.119,0.162,0.06
Brandon Lowe,TBR,0.269,24,61,0.32,0.487,3,0.345,121,0.308,0.218,0.252,0.068
Alec Burleson,STL,0.284,15,57,0.336,0.449,5,0.339,120,0.299,0.165,0.132,0.07400000000000001
Nolan Schanuel,LAA,0.269,10,49,0.357,0.387,5,0.329,110,0.294,0.118,0.125,0.106
Lars Nootbaar,STL,0.24,13,43,0.33,0.39,4,0.317,104,0.286,0.15,0.21899999999999997,0.10800000000000001
Michael Harris II,ATL,0.257,16,68,0.277,0.427,14,0.3,90,0.289,0.169,0.193,0.026000000000000002
Joey Ortiz,MIL,0.231,7,43,0.283,0.327,11,0.271,72,0.259,0.095,0.146,0.06
Jordan Beck,COL,0.276,14,44,0.338,0.453,14,0.343,107,0.366,0.177,0.27899999999999997,0.079
Gavin Sheets,SDP,0.257,17,58,0.32,0.447,2,0.331,116,0.282,0.19,0.19399999999999998,0.077
Ke'Bryan Hayes,- - -,0.24,4,41,0.285,0.315,10,0.266,65,0.295,0.075,0.195,0.048
Vinnie Pasquantino,KCR,0.262,25,86,0.325,0.466,1,0.338,113,0.27,0.204,0.16,0.07400000000000001
Paul Goldschmidt,NYY,0.279,10,41,0.332,0.425,5,0.326,110,0.329,0.147,0.188,0.07
Heliot Ramos,SFG,0.265,15,53,0.338,0.407,6,0.326,112,0.327,0.142,0.235,0.078
Jorge Polanco,SEA,0.242,18,54,0.307,0.435,5,0.32,111,0.246,0.192,0.16,0.08
Cedric Mullins,- - -,0.224,16,53,0.3,0.414,17,0.31,98,0.262,0.189,0.24600000000000002,0.09300000000000001
Ian Happ,CHC,0.229,16,56,0.326,0.386,5,0.314,103,0.27,0.157,0.225,0.126
Anthony Volpe,NYY,0.213,18,65,0.28,0.409,15,0.297,90,0.244,0.197,0.239,0.08
Luis Robert Jr.,CHW,0.22,13,52,0.298,0.36,31,0.289,82,0.275,0.14,0.266,0.09699999999999999
Kyle Manzardo,CLE,0.233,21,55,0.318,0.466,1,0.336,117,0.261,0.233,0.256,0.1
Jo Adell,LAA,0.232,28,78,0.297,0.479,3,0.333,113,0.254,0.247,0.262,0.062
Miguel Vargas,CHW,0.231,13,46,0.307,0.396,4,0.308,96,0.255,0.165,0.171,0.091
Jackson Holliday,BAL,0.248,15,48,0.306,0.389,11,0.305,95,0.298,0.141,0.226,0.067
Ty France,- - -,0.258,6,46,0.327,0.365,1,0.309,96,0.301,0.106,0.162,0.046
Cam Smith,HOU,0.246,7,48,0.315,0.363,5,0.301,91,0.338,0.117,0.282,0.08
Matt McLain,CIN,0.221,11,40,0.3,0.333,16,0.283,74,0.289,0.112,0.275,0.092
Ozzie Albies,ATL,0.229,10,50,0.301,0.33,12,0.281,78,0.256,0.101,0.156,0.087
Salvador Perez,KCR,0.245,22,70,0.29,0.448,0,0.315,97,0.267,0.204,0.2,0.044000000000000004
Luis Arraez,SDP,0.287,6,47,0.323,0.395,8,0.313,103,0.285,0.107,0.027999999999999997,0.049
Lourdes Gurriel Jr.,ARI,0.249,17,71,0.298,0.418,10,0.309,96,0.257,0.169,0.141,0.057999999999999996
Jesus Sanchez,- - -,0.238,10,37,0.302,0.389,9,0.301,90,0.282,0.151,0.209,0.08
Teoscar Hernandez,LAD,0.254,21,76,0.285,0.472,5,0.322,106,0.291,0.219,0.251,0.043
Jasson Dominguez,NYY,0.257,9,40,0.33,0.386,21,0.315,102,0.342,0.129,0.27399999999999997,0.096
Spencer Steer,CIN,0.238,15,59,0.305,0.394,6,0.307,91,0.28,0.157,0.223,0.08199999999999999
Yainer Diaz,HOU,0.255,17,53,0.284,0.414,1,0.299,90,0.274,0.16,0.172,0.037000000000000005
Brooks Lee,MIN,0.251,13,53,0.292,0.396,2,0.299,90,0.276,0.146,0.179,0.05
Carlos Santana,CLE,0.226,11,52,0.319,0.334,7,0.294,87,0.257,0.108,0.183,0.11599999999999999
Gavin Lux,CIN,0.28,5,48,0.358,0.387,1,0.331,107,0.367,0.106,0.233,0.10800000000000001
Luis Garcia Jr.,WSN,0.26,9,51,0.3,0.397,10,0.302,92,0.283,0.137,0.145,0.055
Christian Walker,HOU,0.233,16,65,0.301,0.387,1,0.301,92,0.291,0.154,0.265,0.073
Adolis Garcia,TEX,0.224,16,64,0.266,0.388,10,0.282,80,0.267,0.164,0.258,0.051
Agustin Ramirez,MIA,0.236,18,56,0.29,0.44,9,0.314,98,0.254,0.204,0.19,0.059000000000000004
Bryan Reynolds,PIT,0.245,13,62,0.304,0.402,3,0.307,94,0.318,0.156,0.26899999999999996,0.07400000000000001
Brenton Doyle,COL,0.241,12,45,0.287,0.385,12,0.293,72,0.297,0.144,0.248,0.062
Trevor Larnach,MIN,0.244,16,50,0.318,0.411,2,0.318,103,0.282,0.167,0.217,0.091
Luis Rengifo,LAA,0.249,7,33,0.297,0.35,5,0.285,79,0.294,0.101,0.187,0.059000000000000004
Josh Bell,WSN,0.229,16,45,0.323,0.395,0,0.317,102,0.244,0.165,0.172,0.11199999999999999
Wilmer Flores,SFG,0.247,13,63,0.315,0.381,1,0.307,99,0.274,0.133,0.183,0.078
Andrew McCutchen,PIT,0.238,11,41,0.328,0.368,1,0.309,95,0.288,0.131,0.22,0.11599999999999999
Jonathan India,KCR,0.235,8,41,0.323,0.349,0,0.302,89,0.276,0.114,0.17600000000000002,0.092
Eric Wagaman,MIA,0.234,8,41,0.283,0.365,3,0.283,77,0.277,0.131,0.20199999999999999,0.064
Nathaniel Lowe,- - -,0.216,17,70,0.294,0.378,1,0.296,88,0.264,0.162,0.262,0.099
Nick Castellanos,PHI,0.253,16,61,0.291,0.411,4,0.304,91,0.293,0.157,0.214,0.048
